nces_id,school_name,state,county_fips,composite_score,education_score,health_score,environment_score,safety_score,category,national_rank,state_rank,score_change_1y,updated_at
170019220,Longfellow Charter School,IL,17001,68.9,76.4,65.9,65.3,66.2,moderate,205,6,-11.1,2026-03-29T21:12:38.028607
420044229,Ridgewood Magnet School,PA,42004,68.9,62.3,77.4,85.2,71.2,moderate,206,6,3.3,2026-03-29T21:12:38.028607
290027458,Heritage Junior High School,MO,29002,68.8,76.0,65.2,53.6,62.6,moderate,207,2,-2.1,2026-03-29T21:12:38.028607
440016220,Central Primary School,RI,44001,68.8,73.2,78.0,83.1,71.7,moderate,208,2,-7.6,2026-03-29T21:12:38.028607
470028309,Wilson Academy,TN,47002,68.8,55.3,84.6,72.0,72.1,moderate,209,3,6.0,2026-03-29T21:12:38.028607
010015054,Heritage Junior High School,AL,01001,68.7,73.4,54.6,69.3,72.9,moderate,210,3,3.2,2026-03-29T21:12:38.028607
040022559,Washington Academy,AZ,04002,68.7,69.1,82.1,81.9,65.5,moderate,211,5,-4.0,2026-03-29T21:12:38.028607
250044148,Heritage Middle School,MA,25004,68.7,60.6,57.9,60.7,76.0,moderate,212,10,-1.3,2026-03-29T21:12:38.028607
040042685,Autumn Junior High School,AZ,04004,68.6,71.3,73.1,66.9,70.7,moderate,213,6,0.0,2026-03-29T21:12:38.028607
160038672,Kennedy Elementary,ID,16003,68.6,63.4,63.0,57.0,72.6,moderate,214,7,-7.7,2026-03-29T21:12:38.028607
360031273,Eastside Magnet School,NY,36003,68.5,55.8,84.6,76.1,55.5,moderate,215,4,0.2,2026-03-29T21:12:38.028607
460012508,Martin Luther King Jr. Academy,SD,46001,68.5,70.3,70.8,52.0,70.2,moderate,216,5,4.3,2026-03-29T21:12:38.028607
410027611,Meadow Charter School,OR,41002,68.4,73.7,61.9,51.5,63.2,moderate,217,8,0.3,2026-03-29T21:12:38.028607
200017557,Northview Elementary,KS,20001,68.3,76.4,70.2,90.7,81.2,moderate,218,4,1.5,2026-03-29T21:12:38.028607
270045177,Whitman Charter School,MN,27004,68.3,66.2,71.3,81.4,66.9,moderate,219,9,5.9,2026-03-29T21:12:38.028607
090037143,Willow Primary School,CT,09003,68.2,70.5,84.2,66.5,57.3,moderate,220,6,-0.9,2026-03-29T21:12:38.028607
120017216,Valley Middle School,FL,12001,68.2,65.8,71.4,77.8,56.5,moderate,221,2,3.6,2026-03-29T21:12:38.028607
150024783,Highland Academy,HI,15002,68.2,59.0,63.5,64.6,61.3,moderate,222,4,3.2,2026-03-29T21:12:38.028607
250031183,Heritage Preparatory School,MA,25003,68.2,83.3,76.7,55.1,60.2,moderate,223,11,-4.6,2026-03-29T21:12:38.028607
330023851,Westside Middle School,NH,33002,68.2,79.2,64.1,63.4,67.8,moderate,224,8,-4.0,2026-03-29T21:12:38.028607
400048953,Northview Magnet School,OK,40004,68.2,76.7,80.2,61.6,55.7,moderate,225,2,-2.2,2026-03-29T21:12:38.028607
270025014,Jefferson Middle School,MN,27002,68.0,37.6,64.9,65.5,53.6,moderate,226,10,2.0,2026-03-29T21:12:38.028607
440012314,Eastside Primary School,RI,44001,67.9,62.4,81.5,71.9,65.5,moderate,227,3,-3.1,2026-03-29T21:12:38.028607
080024460,Unity Elementary School,CO,08002,67.8,62.4,63.7,68.2,79.6,moderate,228,4,0.1,2026-03-29T21:12:38.028607
200045036,Longfellow High School,KS,20004,67.8,55.4,81.1,63.8,69.2,moderate,229,5,-2.6,2026-03-29T21:12:38.028607
020039199,Jackson Magnet School,AK,02003,67.7,53.5,61.4,75.4,69.7,moderate,230,7,-4.4,2026-03-29T21:12:38.028607
100011662,Edison Elementary,DE,10001,67.7,62.5,55.9,70.6,89.2,moderate,231,5,3.5,2026-03-29T21:12:38.028607
100019460,Riverside Magnet School,DE,10001,67.7,60.4,68.2,79.4,66.8,moderate,232,6,2.5,2026-03-29T21:12:38.028607
310015263,Pioneer Primary School,NE,31001,67.7,79.1,40.9,62.2,66.1,moderate,233,4,-0.1,2026-03-29T21:12:38.028607
310047043,Horizon Primary School,NE,31004,67.7,71.8,52.8,58.0,67.1,moderate,234,5,2.7,2026-03-29T21:12:38.028607
330039474,Twain Middle School,NH,33003,67.7,60.3,71.4,60.8,57.6,moderate,235,9,6.6,2026-03-29T21:12:38.028607
120045454,Hawthorne Primary School,FL,12004,67.6,74.6,51.7,72.7,60.5,moderate,236,3,0.5,2026-03-29T21:12:38.028607
490042814,Pioneer Elementary School,UT,49004,67.6,61.1,54.2,75.6,64.0,moderate,237,3,-3.6,2026-03-29T21:12:38.028607
550016914,Madison Academy,WI,55001,67.6,50.6,63.4,69.9,61.4,moderate,238,4,6.4,2026-03-29T21:12:38.028607
330029653,Birch Academy,NH,33002,67.5,57.3,52.1,55.5,63.7,moderate,239,10,-0.6,2026-03-29T21:12:38.028607
160025641,Meadow Academy,ID,16002,67.3,75.6,64.2,64.5,75.3,moderate,240,8,1.7,2026-03-29T21:12:38.028607
400025915,Washington Middle School,OK,40002,67.3,71.1,77.8,81.5,68.6,moderate,241,3,-6.9,2026-03-29T21:12:38.028607
440029115,Highland High School,RI,44002,67.3,66.1,75.8,60.2,68.9,moderate,242,4,2.2,2026-03-29T21:12:38.028607
510013453,Northview Magnet School,VA,51001,67.3,54.8,56.2,63.6,49.8,moderate,243,8,0.8,2026-03-29T21:12:38.028607
170011176,Elm Elementary,IL,17001,67.2,80.6,59.3,63.8,68.6,moderate,244,7,-2.7,2026-03-29T21:12:38.028607
400016030,Cedar Charter School,OK,40001,67.2,79.0,67.3,62.3,66.9,moderate,245,4,-4.6,2026-03-29T21:12:38.028607
450025970,Southfield Elementary,SC,45002,67.2,49.8,72.8,89.2,61.8,moderate,246,4,2.6,2026-03-29T21:12:38.028607
510011278,Innovation Junior High School,VA,51001,67.1,61.4,45.4,64.7,78.4,moderate,247,9,-3.0,2026-03-29T21:12:38.028607
550044510,Birch Magnet School,WI,55004,67.1,74.2,64.0,53.7,72.0,moderate,248,5,1.2,2026-03-29T21:12:38.028607
080022659,Autumn Preparatory School,CO,08002,67.0,70.7,74.1,69.9,69.2,moderate,249,5,-3.0,2026-03-29T21:12:38.028607
080045990,Spring Primary School,CO,08004,67.0,59.6,67.5,55.9,65.4,moderate,250,6,-3.4,2026-03-29T21:12:38.028607
360026193,Magnolia Middle School,NY,36002,67.0,56.1,48.4,69.0,62.9,moderate,251,5,-4.4,2026-03-29T21:12:38.028607
340025529,Autumn Junior High School,NJ,34002,66.7,62.9,61.8,64.0,64.8,moderate,252,10,-0.6,2026-03-29T21:12:38.028607
180017162,Innovation High School,IN,18001,66.6,59.8,71.7,53.1,64.7,moderate,253,3,-2.2,2026-03-29T21:12:38.028607
240031343,Pioneer High School,MD,24003,66.6,52.9,91.2,58.7,83.1,moderate,254,7,0.2,2026-03-29T21:12:38.028607
480025570,Excellence Junior High School,TX,48002,66.6,63.5,95.9,62.9,76.7,moderate,255,2,2.0,2026-03-29T21:12:38.028607
500028798,Liberty Preparatory School,VT,50002,66.6,63.6,58.4,67.4,66.5,moderate,256,8,0.3,2026-03-29T21:12:38.028607
170034027,Autumn Middle School,IL,17003,66.4,62.6,46.0,76.0,67.3,moderate,257,8,-3.2,2026-03-29T21:12:38.028607
530042781,Pine Primary School,WA,53004,66.4,69.2,60.3,71.8,53.2,moderate,258,10,3.8,2026-03-29T21:12:38.028607
500034208,Horizon Academy,VT,50003,66.3,70.1,71.1,64.1,54.8,moderate,259,9,-5.6,2026-03-29T21:12:38.028607
020049019,Magnolia Magnet School,AK,02004,66.2,79.4,72.2,48.0,56.1,moderate,260,8,-2.9,2026-03-29T21:12:38.028607
470043331,Lincoln Academy,TN,47004,66.2,58.7,62.4,68.7,82.3,moderate,261,4,-2.5,2026-03-29T21:12:38.028607
210035321,Magnolia Magnet School,KY,21003,66.1,54.4,66.1,64.3,69.6,moderate,262,5,2.6,2026-03-29T21:12:38.028607
220049516,Hawthorne Charter School,LA,22004,66.0,47.0,60.6,63.7,56.5,moderate,263,6,3.6,2026-03-29T21:12:38.028607
550046254,Adams Elementary,WI,55004,66.0,66.8,49.6,59.7,64.7,moderate,264,6,-5.0,2026-03-29T21:12:38.028607
230048293,Heritage Middle School,ME,23004,65.9,72.7,65.4,68.1,65.3,moderate,265,6,-6.4,2026-03-29T21:12:38.028607
460025305,Spring Magnet School,SD,46002,65.9,77.0,59.4,58.5,73.7,moderate,266,6,0.2,2026-03-29T21:12:38.028607
490018360,Emerson Charter School,UT,49001,65.9,54.4,54.7,72.2,79.5,moderate,267,4,-1.8,2026-03-29T21:12:38.028607
280025994,Brookside Primary School,MS,28002,65.8,66.2,63.3,70.8,58.2,moderate,268,2,5.5,2026-03-29T21:12:38.028607
350049007,Sunrise Elementary,NM,35004,65.8,60.8,69.4,69.0,75.5,moderate,269,6,0.7,2026-03-29T21:12:38.028607
490033251,Brookside Primary School,UT,49003,65.8,61.7,69.0,82.5,66.5,moderate,270,5,3.5,2026-03-29T21:12:38.028607
080021323,Franklin Middle School,CO,08002,65.7,80.3,75.2,67.3,73.5,moderate,271,7,3.2,2026-03-29T21:12:38.028607
440046272,Achievement Junior High School,RI,44004,65.7,60.2,71.9,60.7,69.9,moderate,272,5,3.1,2026-03-29T21:12:38.028607
490023890,Lakeview Academy,UT,49002,65.7,73.5,49.5,64.8,74.1,moderate,273,6,11.8,2026-03-29T21:12:38.028607
100031852,Monroe Charter School,DE,10003,65.6,69.7,55.2,75.6,62.7,moderate,274,7,-8.8,2026-03-29T21:12:38.028607
410014669,Pine Preparatory School,OR,41001,65.4,63.6,52.5,62.2,72.3,moderate,275,9,1.6,2026-03-29T21:12:38.028607
440048906,Sunset High School,RI,44004,65.4,52.5,77.4,63.2,74.8,moderate,276,6,4.8,2026-03-29T21:12:38.028607
270021886,Centennial Preparatory School,MN,27002,65.3,81.6,64.2,65.1,63.7,moderate,277,11,-4.9,2026-03-29T21:12:38.028607
040019109,Oakwood Elementary,AZ,04001,65.2,66.6,60.0,81.4,52.6,moderate,278,7,-2.5,2026-03-29T21:12:38.028607
330029659,Excellence Academy,NH,33002,65.2,52.4,70.2,60.0,56.9,moderate,279,11,-8.9,2026-03-29T21:12:38.028607
330044453,Adams Magnet School,NH,33004,65.2,64.6,68.3,60.1,59.4,moderate,280,12,-1.5,2026-03-29T21:12:38.028607
500041497,Martin Luther King Jr. Magnet School,VT,50004,65.2,53.0,52.0,77.6,65.1,moderate,281,10,-5.2,2026-03-29T21:12:38.028607
550011645,Jefferson High School,WI,55001,65.2,63.8,79.1,53.2,71.9,moderate,282,7,-6.0,2026-03-29T21:12:38.028607
150044401,Franklin High School,HI,15004,65.1,57.9,66.9,64.7,60.7,moderate,283,5,1.5,2026-03-29T21:12:38.028607
190026495,Roosevelt Junior High School,IA,19002,65.1,75.0,43.9,57.8,69.8,moderate,284,8,7.5,2026-03-29T21:12:38.028607
060011813,Riverside Junior High School,CA,06001,65.0,52.5,59.6,66.5,68.1,moderate,285,4,5.8,2026-03-29T21:12:38.028607
090023518,Brookside Magnet School,CT,09002,65.0,56.4,65.2,71.6,73.6,moderate,286,7,2.3,2026-03-29T21:12:38.028607
280025903,Southfield Charter School,MS,28002,64.9,77.7,84.7,66.6,63.9,moderate,287,3,-1.6,2026-03-29T21:12:38.028607
360035042,Twain Academy,NY,36003,64.9,71.6,64.8,71.6,68.6,moderate,288,6,-1.4,2026-03-29T21:12:38.028607
420043979,Cedar Elementary School,PA,42004,64.9,71.3,59.5,69.1,79.1,moderate,289,7,-0.0,2026-03-29T21:12:38.028607
490045477,Meadow Academy,UT,49004,64.9,76.4,58.2,73.5,50.1,moderate,290,7,-4.4,2026-03-29T21:12:38.028607
050026211,Cedar Preparatory School,AR,05002,64.8,71.5,61.8,70.0,56.1,moderate,291,3,5.6,2026-03-29T21:12:38.028607
330025247,Madison Magnet School,NH,33002,64.7,79.4,48.6,65.8,62.1,moderate,292,13,2.9,2026-03-29T21:12:38.028607
410014700,Cedar Academy,OR,41001,64.7,55.9,51.4,62.0,51.5,moderate,293,10,4.4,2026-03-29T21:12:38.028607
130019534,Adams Preparatory School,GA,13001,64.6,63.3,62.0,66.2,67.5,moderate,294,2,-4.8,2026-03-29T21:12:38.028607
180045788,Cedar Junior High School,IN,18004,64.6,59.6,68.2,64.4,62.6,moderate,295,4,6.4,2026-03-29T21:12:38.028607
250034559,Greenfield Elementary,MA,25003,64.5,55.6,56.2,67.6,55.6,moderate,296,12,0.1,2026-03-29T21:12:38.028607
370042812,Meadow Preparatory School,NC,37004,64.5,59.8,65.3,52.9,58.2,moderate,297,3,-4.9,2026-03-29T21:12:38.028607
050038307,Spring High School,AR,05003,64.4,69.5,50.9,71.7,66.2,moderate,298,4,-2.6,2026-03-29T21:12:38.028607
330048175,Adams Junior High School,NH,33004,64.4,77.6,65.8,80.2,75.3,moderate,299,14,-4.3,2026-03-29T21:12:38.028607
090033561,Sunrise Academy,CT,09003,64.3,63.9,67.2,61.8,74.4,moderate,300,8,1.7,2026-03-29T21:12:38.028607
390032134,Westside Magnet School,OH,39003,64.3,61.6,60.0,69.2,71.2,moderate,301,7,-2.3,2026-03-29T21:12:38.028607
480024973,Monroe Junior High School,TX,48002,64.3,73.6,86.4,69.3,68.6,moderate,302,3,2.3,2026-03-29T21:12:38.028607
020027483,Eastside Junior High School,AK,02002,64.2,70.9,69.6,63.3,56.1,moderate,303,9,9.8,2026-03-29T21:12:38.028607
550033826,Jackson Junior High School,WI,55003,64.2,50.2,50.9,58.6,65.0,moderate,304,8,5.3,2026-03-29T21:12:38.028607
020049454,Hamilton Primary School,AK,02004,64.1,77.6,50.2,74.1,70.6,moderate,305,10,-2.6,2026-03-29T21:12:38.028607
080032898,Kennedy Elementary School,CO,08003,64.1,61.1,65.6,59.9,47.5,moderate,306,8,6.3,2026-03-29T21:12:38.028607
460036926,Edison Preparatory School,SD,46003,64.1,79.2,55.4,72.1,67.0,moderate,307,7,-2.1,2026-03-29T21:12:38.028607
560037531,Longfellow Middle School,WY,56003,64.1,50.3,57.7,66.7,76.6,moderate,308,5,1.5,2026-03-29T21:12:38.028607
120026981,Centennial Charter School,FL,12002,64.0,49.3,67.3,54.2,67.3,moderate,309,4,-1.8,2026-03-29T21:12:38.028607
150023384,Unity Elementary School,HI,15002,64.0,69.2,64.5,66.5,75.0,moderate,310,6,-0.2,2026-03-29T21:12:38.028607
540047409,Southfield Magnet School,WV,54004,64.0,64.9,47.9,66.0,66.6,moderate,311,3,-2.2,2026-03-29T21:12:38.028607
060028357,Hamilton High School,CA,06002,63.9,81.6,70.9,74.5,58.4,moderate,312,5,6.1,2026-03-29T21:12:38.028607
370036212,Kennedy Academy,NC,37003,63.9,52.1,57.0,58.9,49.8,moderate,313,4,6.2,2026-03-29T21:12:38.028607
460049413,Edison Magnet School,SD,46004,63.9,53.1,56.2,68.6,53.4,moderate,314,8,3.0,2026-03-29T21:12:38.028607
480015518,Riverside Academy,TX,48001,63.9,80.8,70.8,58.6,41.8,moderate,315,4,-4.8,2026-03-29T21:12:38.028607
510042961,Unity Charter School,VA,51004,63.8,61.2,48.3,54.9,71.7,moderate,316,10,-3.8,2026-03-29T21:12:38.028607
020038563,Freedom Academy,AK,02003,63.7,70.2,62.6,69.9,56.8,moderate,317,11,2.1,2026-03-29T21:12:38.028607
080047704,Kennedy Preparatory School,CO,08004,63.7,57.9,53.9,77.6,74.5,moderate,318,9,1.9,2026-03-29T21:12:38.028607
340012384,Franklin Preparatory School,NJ,34001,63.5,73.1,55.9,55.1,62.4,moderate,319,11,-0.6,2026-03-29T21:12:38.028607
480044458,Jackson Magnet School,TX,48004,63.5,60.5,64.5,50.0,83.5,moderate,320,5,2.8,2026-03-29T21:12:38.028607
500047916,Unity Primary School,VT,50004,63.4,63.7,77.0,66.7,77.8,moderate,321,11,1.4,2026-03-29T21:12:38.028607
270037260,Longfellow Elementary,MN,27003,63.3,76.5,73.7,63.5,62.1,moderate,322,12,-1.4,2026-03-29T21:12:38.028607
100025644,Martin Luther King Jr. Academy,DE,10002,63.2,45.4,68.3,76.2,62.0,moderate,323,8,6.7,2026-03-29T21:12:38.028607
190022959,Southfield Primary School,IA,19002,63.2,59.5,66.4,70.4,47.8,moderate,324,9,4.6,2026-03-29T21:12:38.028607
020017150,Maple High School,AK,02001,63.1,65.9,58.7,51.7,62.6,moderate,325,12,-3.2,2026-03-29T21:12:38.028607
150039952,Madison Charter School,HI,15003,63.1,60.2,55.7,75.8,62.0,moderate,326,7,-2.0,2026-03-29T21:12:38.028607
080023247,Oakwood Middle School,CO,08002,62.9,70.3,55.2,63.0,61.0,moderate,327,10,-2.9,2026-03-29T21:12:38.028607
320026777,Twain Magnet School,NV,32002,62.8,71.1,67.8,92.2,61.6,moderate,328,7,1.1,2026-03-29T21:12:38.028607
390038486,Lincoln Elementary School,OH,39003,62.8,53.7,66.7,57.6,66.2,moderate,329,8,0.3,2026-03-29T21:12:38.028607
550021104,Madison Magnet School,WI,55002,62.8,80.7,57.0,48.0,66.2,moderate,330,9,1.6,2026-03-29T21:12:38.028607
560016705,Pleasant Elementary School,WY,56001,62.7,75.6,62.1,64.6,55.0,moderate,331,6,2.6,2026-03-29T21:12:38.028607
040012560,Madison Charter School,AZ,04001,62.6,69.6,61.9,80.9,59.1,moderate,332,8,1.7,2026-03-29T21:12:38.028607
090021881,Washington Preparatory School,CT,09002,62.6,50.1,47.9,54.2,69.2,moderate,333,9,-0.4,2026-03-29T21:12:38.028607
150031630,Magnolia Middle School,HI,15003,62.5,62.2,48.6,73.5,67.6,moderate,334,8,-0.3,2026-03-29T21:12:38.028607
300049177,Fairview Elementary,MT,30004,62.5,66.6,55.9,66.0,54.2,moderate,335,3,-2.5,2026-03-29T21:12:38.028607
370029765,Southfield Middle School,NC,37002,62.5,69.8,73.7,58.7,67.2,moderate,336,5,7.2,2026-03-29T21:12:38.028607
410041903,Magnolia Elementary School,OR,41004,62.4,70.1,63.7,64.1,70.1,moderate,337,11,-0.5,2026-03-29T21:12:38.028607
480014450,Washington Middle School,TX,48001,62.3,59.2,59.0,59.4,55.2,moderate,338,6,-6.1,2026-03-29T21:12:38.028607
060046004,Freedom Preparatory School,CA,06004,62.2,53.3,70.8,69.7,54.2,moderate,339,6,-6.3,2026-03-29T21:12:38.028607
310029123,Maple Primary School,NE,31002,62.2,61.1,64.8,51.7,65.0,moderate,340,6,2.6,2026-03-29T21:12:38.028607
340048138,Hawthorne Elementary,NJ,34004,62.2,63.2,48.7,55.7,55.4,moderate,341,12,1.3,2026-03-29T21:12:38.028607
010047739,Washington Elementary School,AL,01004,62.1,41.5,64.7,65.7,65.2,moderate,342,4,2.4,2026-03-29T21:12:38.028607
340036935,Fairview Elementary,NJ,34003,62.1,84.0,54.3,51.3,50.9,moderate,343,13,-4.1,2026-03-29T21:12:38.028607
510038629,Hillcrest Elementary School,VA,51003,62.1,68.8,79.4,60.0,65.5,moderate,344,11,4.9,2026-03-29T21:12:38.028607
090044183,Adams High School,CT,09004,62.0,68.6,39.4,52.2,54.5,moderate,345,10,5.0,2026-03-29T21:12:38.028607
100031711,Liberty Primary School,DE,10003,62.0,65.1,53.8,63.9,66.1,moderate,346,9,-2.2,2026-03-29T21:12:38.028607
370046206,Willow Primary School,NC,37004,62.0,52.3,66.6,60.5,59.7,moderate,347,6,5.1,2026-03-29T21:12:38.028607
560014447,Heritage Junior High School,WY,56001,62.0,65.9,76.2,47.8,70.0,moderate,348,7,-0.7,2026-03-29T21:12:38.028607
200022601,Excellence Elementary,KS,20002,61.8,69.1,67.3,61.6,47.5,moderate,349,6,-7.8,2026-03-29T21:12:38.028607
360046281,Liberty Middle School,NY,36004,61.8,70.5,67.4,72.5,61.9,moderate,350,7,-4.0,2026-03-29T21:12:38.028607
210021745,Washington Preparatory School,KY,21002,61.7,63.3,66.3,71.9,56.9,moderate,351,6,4.1,2026-03-29T21:12:38.028607
210043525,Adams Preparatory School,KY,21004,61.5,51.0,39.7,63.7,51.3,moderate,352,7,1.1,2026-03-29T21:12:38.028607
370046761,Meadow Charter School,NC,37004,61.5,59.0,45.3,51.6,66.1,moderate,353,7,1.9,2026-03-29T21:12:38.028607
550028588,Northview Elementary School,WI,55002,61.5,67.1,53.9,70.6,60.1,moderate,354,10,11.0,2026-03-29T21:12:38.028607
010049625,Whitman Magnet School,AL,01004,61.4,61.0,52.6,46.4,52.4,moderate,355,5,-6.2,2026-03-29T21:12:38.028607
080031894,Washington High School,CO,08003,61.4,87.9,67.2,64.4,56.4,moderate,356,11,-2.9,2026-03-29T21:12:38.028607
180014144,Adams Primary School,IN,18001,61.4,63.0,71.8,76.4,69.4,moderate,357,5,-2.2,2026-03-29T21:12:38.028607
240024172,Autumn Junior High School,MD,24002,61.4,66.4,65.4,63.7,53.1,moderate,358,8,-2.1,2026-03-29T21:12:38.028607
490032962,Hillcrest Elementary School,UT,49003,61.4,58.8,52.4,84.5,65.4,moderate,359,8,2.6,2026-03-29T21:12:38.028607
170023376,Highland High School,IL,17002,61.3,77.1,52.3,73.0,61.5,moderate,360,9,-1.7,2026-03-29T21:12:38.028607
320034560,Hawthorne Junior High School,NV,32003,61.3,63.0,73.0,51.4,41.1,moderate,361,8,0.2,2026-03-29T21:12:38.028607
460029046,Hamilton Elementary,SD,46002,61.3,60.5,52.8,63.0,51.2,moderate,362,9,4.6,2026-03-29T21:12:38.028607
010019525,Cedar Middle School,AL,01001,61.2,68.8,48.4,57.7,58.0,moderate,363,6,-2.7,2026-03-29T21:12:38.028607
280027587,Northview Elementary School,MS,28002,61.2,69.3,68.3,73.1,62.4,moderate,364,4,4.3,2026-03-29T21:12:38.028607
160029143,Spring Academy,ID,16002,61.0,44.1,69.3,57.0,70.1,moderate,365,9,1.0,2026-03-29T21:12:38.028607
180026503,Madison Elementary School,IN,18002,61.0,69.0,70.3,54.0,63.8,moderate,366,6,-5.2,2026-03-29T21:12:38.028607
290015326,Unity High School,MO,29001,61.0,86.4,71.8,83.5,39.4,moderate,367,3,-2.3,2026-03-29T21:12:38.028607
060015315,Edison Preparatory School,CA,06001,60.9,51.3,60.2,55.5,68.3,moderate,368,7,1.8,2026-03-29T21:12:38.028607
180024615,Roosevelt Elementary,IN,18002,60.8,69.5,53.4,63.3,56.8,moderate,369,7,2.8,2026-03-29T21:12:38.028607
480047402,Grant Magnet School,TX,48004,60.8,50.5,76.9,58.5,66.5,moderate,370,7,-3.0,2026-03-29T21:12:38.028607
510039272,Birch Magnet School,VA,51003,60.8,59.9,67.2,77.1,62.8,moderate,371,12,0.3,2026-03-29T21:12:38.028607
550047098,Pleasant Primary School,WI,55004,60.8,68.5,52.6,81.1,51.9,moderate,372,11,-5.5,2026-03-29T21:12:38.028607
220018974,Twain Junior High School,LA,22001,60.7,77.8,57.6,56.2,69.7,moderate,373,7,1.1,2026-03-29T21:12:38.028607
320035346,Greenfield Magnet School,NV,32003,60.7,72.9,54.0,45.4,70.9,moderate,374,9,5.3,2026-03-29T21:12:38.028607
330019287,Cedar Charter School,NH,33001,60.6,74.3,46.0,66.5,63.8,moderate,375,15,1.9,2026-03-29T21:12:38.028607
360028133,Fairview Magnet School,NY,36002,60.6,73.1,83.3,61.3,56.9,moderate,376,8,2.0,2026-03-29T21:12:38.028607
040015055,Twain Elementary School,AZ,04001,60.5,76.4,52.1,44.9,54.0,moderate,377,9,-2.4,2026-03-29T21:12:38.028607
420028190,Lincoln Elementary,PA,42002,60.5,62.9,57.6,61.3,58.1,moderate,378,8,-6.0,2026-03-29T21:12:38.028607
540037412,Pioneer Academy,WV,54003,60.5,76.1,55.5,40.9,68.9,moderate,379,4,9.0,2026-03-29T21:12:38.028607
560047449,Maple High School,WY,56004,60.5,60.9,58.4,70.7,77.2,moderate,380,8,6.4,2026-03-29T21:12:38.028607
470012770,Elm Charter School,TN,47001,60.4,53.8,51.9,59.3,64.2,moderate,381,5,-8.6,2026-03-29T21:12:38.028607
090016876,Horizon Elementary,CT,09001,60.3,57.4,51.6,67.6,63.1,moderate,382,11,-5.6,2026-03-29T21:12:38.028607
420048317,Elm Magnet School,PA,42004,60.2,64.5,67.8,56.2,49.7,moderate,383,9,-1.8,2026-03-29T21:12:38.028607
490027808,Harmony Elementary School,UT,49002,60.2,46.8,46.6,63.1,47.3,moderate,384,9,-1.9,2026-03-29T21:12:38.028607
290044679,Franklin High School,MO,29004,60.1,61.7,49.2,56.1,56.2,moderate,385,4,-1.0,2026-03-29T21:12:38.028607
410027576,Grant Academy,OR,41002,60.1,57.7,44.9,56.3,60.5,moderate,386,12,0.4,2026-03-29T21:12:38.028607
040036916,Brookside Magnet School,AZ,04003,60.0,60.3,58.7,63.5,73.1,moderate,387,10,2.9,2026-03-29T21:12:38.028607
120023373,Central High School,FL,12002,60.0,66.2,55.7,67.9,58.8,moderate,388,5,6.0,2026-03-29T21:12:38.028607
170032776,Jackson Primary School,IL,17003,60.0,62.3,52.1,58.0,43.9,moderate,389,10,3.1,2026-03-29T21:12:38.028607
320014584,Greenfield Magnet School,NV,32001,60.0,67.4,68.9,51.5,69.9,moderate,390,10,6.8,2026-03-29T21:12:38.028607
450011565,Fairview Preparatory School,SC,45001,59.9,57.4,63.7,64.1,59.1,moderate,391,5,-1.4,2026-03-29T21:12:38.028607
510016594,Martin Luther King Jr. Magnet School,VA,51001,59.8,65.5,57.9,67.2,54.7,moderate,392,13,5.6,2026-03-29T21:12:38.028607
250038079,Pine Charter School,MA,25003,59.7,73.6,52.9,80.0,55.5,moderate,393,13,-5.8,2026-03-29T21:12:38.028607
440031290,Cedar Magnet School,RI,44003,59.7,47.3,50.7,56.9,61.1,moderate,394,7,2.3,2026-03-29T21:12:38.028607
150045659,Hillcrest Junior High School,HI,15004,59.6,50.9,73.5,50.6,60.5,moderate,395,9,-7.4,2026-03-29T21:12:38.028607
190048777,Southfield Junior High School,IA,19004,59.6,66.6,80.5,77.5,62.3,moderate,396,10,1.7,2026-03-29T21:12:38.028607
130038258,Brookside Magnet School,GA,13003,59.5,51.7,59.2,71.8,52.4,moderate,397,3,3.9,2026-03-29T21:12:38.028607
190025742,Sunset Elementary,IA,19002,59.4,53.8,53.9,72.6,56.7,moderate,398,11,-1.3,2026-03-29T21:12:38.028607
500045842,Lakeview Primary School,VT,50004,59.4,47.1,66.4,51.4,50.3,moderate,399,12,3.9,2026-03-29T21:12:38.028607
040043877,Adams Elementary School,AZ,04004,59.3,43.6,60.9,64.3,60.5,moderate,400,11,-2.8,2026-03-29T21:12:38.028607
120041118,Sunset Magnet School,FL,12004,59.3,53.1,70.7,66.4,45.1,moderate,401,6,-0.4,2026-03-29T21:12:38.028607
530013336,Hillcrest Academy,WA,53001,59.3,58.7,47.5,58.6,61.6,moderate,402,11,3.5,2026-03-29T21:12:38.028607
220036959,Eastside High School,LA,22003,59.2,49.5,56.8,65.6,57.9,moderate,403,8,6.6,2026-03-29T21:12:38.028607
400041420,Wilson Junior High School,OK,40004,59.2,53.0,62.0,52.6,65.1,moderate,404,5,-0.2,2026-03-29T21:12:38.028607
160038132,Meadow Magnet School,ID,16003,59.1,54.9,50.8,55.6,66.2,moderate,405,10,2.8,2026-03-29T21:12:38.028607
290038022,Magnolia Magnet School,MO,29003,59.1,50.7,75.8,72.3,49.3,moderate,406,5,-7.6,2026-03-29T21:12:38.028607
200035702,Fairview High School,KS,20003,59.0,50.8,27.3,62.6,43.7,moderate,407,7,4.4,2026-03-29T21:12:38.028607
230015320,Valley Elementary,ME,23001,59.0,54.0,69.0,70.2,67.6,moderate,408,7,4.8,2026-03-29T21:12:38.028607
270049625,Unity Preparatory School,MN,27004,59.0,63.6,66.4,62.4,59.1,moderate,409,13,-2.2,2026-03-29T21:12:38.028607
