fips,county_name,state,brief,generated_at
19004,Marion County,IA,"## Marion County, Iowa

**Overall Score: 68.2/100 (Moderate)**

Marion County shows solid fundamentals with room for targeted improvement. With a population of 457,186 and 50 public schools, the county ranks in the top half nationally.

**Key Findings:**
- Education score: 59.4/100
- Health & resource access: 87.0/100
- Environmental quality: 87.0/100
- Safety index: 69.5/100

**Year-over-Year Change:** -2.7 points

**Recommendation:** Maintain current programs and share best practices with neighboring counties.",2026-03-24T23:12:38.028607
20001,Clay County,KS,"## Clay County, Kansas

**Overall Score: 69.6/100 (Moderate)**

Clay County shows solid fundamentals with room for targeted improvement. With a population of 490,071 and 22 public schools, the county ranks in the top half nationally.

**Key Findings:**
- Education score: 70.2/100
- Health & resource access: 56.9/100
- Environmental quality: 71.2/100
- Safety index: 60.0/100

**Year-over-Year Change:** +6.1 points

**Recommendation:** Maintain current programs and share best practices with neighboring counties.",2026-03-28T23:12:38.028607
20002,Monroe County,KS,"## Monroe County, Kansas

**Overall Score: 65.8/100 (Moderate)**

Monroe County shows solid fundamentals with room for targeted improvement. With a population of 774,536 and 78 public schools, the county ranks in the top half nationally.

**Key Findings:**
- Education score: 64.5/100
- Health & resource access: 68.3/100
- Environmental quality: 56.4/100
- Safety index: 58.4/100

**Year-over-Year Change:** +0.9 points

**Recommendation:** Maintain current programs and share best practices with neighboring counties.",2026-03-22T23:12:38.028607
20003,Grant County,KS,"## Grant County, Kansas

**Overall Score: 57.9/100 (Moderate)**

Grant County shows solid fundamentals with room for targeted improvement. With a population of 405,399 and 46 public schools, the county ranks in the top half nationally.

**Key Findings:**
- Education score: 54.9/100
- Health & resource access: 61.4/100
- Environmental quality: 54.3/100
- Safety index: 48.5/100

**Year-over-Year Change:** +1.6 points

**Recommendation:** Maintain current programs and share best practices with neighboring counties.",2026-03-26T23:12:38.028607
20004,Hamilton County,KS,"## Hamilton County, Kansas

**Overall Score: 59.0/100 (Moderate)**

Hamilton County shows solid fundamentals with room for targeted improvement. With a population of 297,688 and 74 public schools, the county ranks in the top half nationally.

**Key Findings:**
- Education score: 64.0/100
- Health & resource access: 59.7/100
- Environmental quality: 52.2/100
- Safety index: 67.0/100

**Year-over-Year Change:** -3.2 points

**Recommendation:** Maintain current programs and share best practices with neighboring counties.",2026-03-23T23:12:38.028607
21001,Greene County,KY,"## Greene County, Kentucky

**Overall Score: 71.2/100 (Moderate)**

Greene County shows solid fundamentals with room for targeted improvement. With a population of 522,663 and 60 public schools, the county ranks in the top half nationally.

**Key Findings:**
- Education score: 77.7/100
- Health & resource access: 52.4/100
- Environmental quality: 73.3/100
- Safety index: 67.5/100

**Year-over-Year Change:** -4.2 points

**Recommendation:** Maintain current programs and share best practices with neighboring counties.",2026-03-23T23:12:38.028607
21002,Union County,KY,"## Union County, Kentucky

**Overall Score: 55.8/100 (Moderate)**

Union County shows solid fundamentals with room for targeted improvement. With a population of 454,173 and 73 public schools, the county ranks in the top half nationally.

**Key Findings:**
- Education score: 67.9/100
- Health & resource access: 49.2/100
- Environmental quality: 68.0/100
- Safety index: 47.3/100

**Year-over-Year Change:** +1.2 points

**Recommendation:** Maintain current programs and share best practices with neighboring counties.",2026-03-24T23:12:38.028607
21003,Warren County,KY,"## Warren County, Kentucky

**Overall Score: 50.6/100 (Moderate)**

Warren County shows solid fundamentals with room for targeted improvement. With a population of 807,213 and 26 public schools, the county ranks in the bottom half nationally.

**Key Findings:**
- Education score: 56.6/100
- Health & resource access: 53.4/100
- Environmental quality: 55.7/100
- Safety index: 56.9/100

**Year-over-Year Change:** +3.5 points

**Recommendation:** Maintain current programs and share best practices with neighboring counties.",2026-03-25T23:12:38.028607
21004,Clark County,KY,"## Clark County, Kentucky

**Overall Score: 48.9/100 (At Risk)**

Clark County faces notable challenges that require coordinated intervention. With a population of 318,636 and 32 public schools, the county ranks in the bottom half nationally.

**Key Findings:**
- Education score: 59.4/100
- Health & resource access: 47.8/100
- Environmental quality: 37.8/100
- Safety index: 62.0/100

**Year-over-Year Change:** -0.3 points

**Recommendation:** Prioritize funding for health infrastructure and school resource programs. Coordinate with state agencies for environmental remediation.",2026-03-22T23:12:38.028607
22001,Montgomery County,LA,"## Montgomery County, Louisiana

**Overall Score: 48.1/100 (At Risk)**

Montgomery County faces notable challenges that require coordinated intervention. With a population of 676,854 and 65 public schools, the county ranks in the bottom half nationally.

**Key Findings:**
- Education score: 44.1/100
- Health & resource access: 49.3/100
- Environmental quality: 50.0/100
- Safety index: 43.7/100

**Year-over-Year Change:** +8.6 points

**Recommendation:** Prioritize funding for health infrastructure and school resource programs. Coordinate with state agencies for environmental remediation.",2026-03-24T23:12:38.028607
22002,Adams County,LA,"## Adams County, Louisiana

**Overall Score: 46.6/100 (At Risk)**

Adams County faces notable challenges that require coordinated intervention. With a population of 127,629 and 11 public schools, the county ranks in the bottom half nationally.

**Key Findings:**
- Education score: 55.5/100
- Health & resource access: 30.6/100
- Environmental quality: 67.2/100
- Safety index: 46.4/100

**Year-over-Year Change:** +7.5 points

**Recommendation:** Prioritize funding for health infrastructure and school resource programs. Coordinate with state agencies for environmental remediation.",2026-03-22T23:12:38.028607
22003,Carroll County,LA,"## Carroll County, Louisiana

**Overall Score: 46.8/100 (At Risk)**

Carroll County faces notable challenges that require coordinated intervention. With a population of 132,205 and 74 public schools, the county ranks in the bottom half nationally.

**Key Findings:**
- Education score: 44.9/100
- Health & resource access: 52.4/100
- Environmental quality: 57.1/100
- Safety index: 39.4/100

**Year-over-Year Change:** +11.0 points

**Recommendation:** Prioritize funding for health infrastructure and school resource programs. Coordinate with state agencies for environmental remediation.",2026-03-26T23:12:38.028607
22004,Henry County,LA,"## Henry County, Louisiana

**Overall Score: 52.5/100 (Moderate)**

Henry County shows solid fundamentals with room for targeted improvement. With a population of 457,660 and 42 public schools, the county ranks in the bottom half nationally.

**Key Findings:**
- Education score: 47.0/100
- Health & resource access: 39.7/100
- Environmental quality: 52.1/100
- Safety index: 39.5/100

**Year-over-Year Change:** +2.9 points

**Recommendation:** Maintain current programs and share best practices with neighboring counties.",2026-03-22T23:12:38.028607
23001,Marshall County,ME,"## Marshall County, Maine

**Overall Score: 61.2/100 (Moderate)**

Marshall County shows solid fundamentals with room for targeted improvement. With a population of 259,516 and 25 public schools, the county ranks in the top half nationally.

**Key Findings:**
- Education score: 60.3/100
- Health & resource access: 60.3/100
- Environmental quality: 49.6/100
- Safety index: 60.9/100

**Year-over-Year Change:** +1.9 points

**Recommendation:** Maintain current programs and share best practices with neighboring counties.",2026-03-28T23:12:38.028607
23002,Lawrence County,ME,"## Lawrence County, Maine

**Overall Score: 37.0/100 (At Risk)**

Lawrence County faces notable challenges that require coordinated intervention. With a population of 909,362 and 61 public schools, the county ranks in the bottom half nationally.

**Key Findings:**
- Education score: 43.7/100
- Health & resource access: 32.5/100
- Environmental quality: 38.5/100
- Safety index: 35.7/100

**Year-over-Year Change:** +3.3 points

**Recommendation:** Prioritize funding for health infrastructure and school resource programs. Coordinate with state agencies for environmental remediation.",2026-03-29T23:12:38.028607
23003,Morgan County,ME,"## Morgan County, Maine

**Overall Score: 52.7/100 (Moderate)**

Morgan County shows solid fundamentals with room for targeted improvement. With a population of 243,729 and 22 public schools, the county ranks in the bottom half nationally.

**Key Findings:**
- Education score: 66.8/100
- Health & resource access: 35.5/100
- Environmental quality: 45.1/100
- Safety index: 53.8/100

**Year-over-Year Change:** +2.1 points

**Recommendation:** Maintain current programs and share best practices with neighboring counties.",2026-03-24T23:12:38.028607
23004,Perry County,ME,"## Perry County, Maine

**Overall Score: 62.6/100 (Moderate)**

Perry County shows solid fundamentals with room for targeted improvement. With a population of 138,394 and 62 public schools, the county ranks in the top half nationally.

**Key Findings:**
- Education score: 64.7/100
- Health & resource access: 54.7/100
- Environmental quality: 77.6/100
- Safety index: 57.4/100

**Year-over-Year Change:** -0.7 points

**Recommendation:** Maintain current programs and share best practices with neighboring counties.",2026-03-26T23:12:38.028607
24001,Pike County,MD,"## Pike County, Maryland

**Overall Score: 73.4/100 (Moderate)**

Pike County shows solid fundamentals with room for targeted improvement. With a population of 345,978 and 80 public schools, the county ranks in the top half nationally.

**Key Findings:**
- Education score: 70.1/100
- Health & resource access: 67.3/100
- Environmental quality: 74.6/100
- Safety index: 80.6/100

**Year-over-Year Change:** +1.4 points

**Recommendation:** Maintain current programs and share best practices with neighboring counties.",2026-03-27T23:12:38.028607
24002,Shelby County,MD,"## Shelby County, Maryland

**Overall Score: 83.9/100 (Thriving)**

Shelby County continues to demonstrate strong outcomes across all pillars. With a population of 290,602 and 76 public schools, the county ranks in the top half nationally.

**Key Findings:**
- Education score: 80.3/100
- Health & resource access: 60.0/100
- Environmental quality: 74.8/100
- Safety index: 94.3/100

**Year-over-Year Change:** +0.5 points

**Recommendation:** Maintain current programs and share best practices with neighboring counties.",2026-03-24T23:12:38.028607
24003,Sullivan County,MD,"## Sullivan County, Maryland

**Overall Score: 38.0/100 (At Risk)**

Sullivan County faces notable challenges that require coordinated intervention. With a population of 523,611 and 14 public schools, the county ranks in the bottom half nationally.

**Key Findings:**
- Education score: 40.2/100
- Health & resource access: 41.5/100
- Environmental quality: 36.2/100
- Safety index: 29.5/100

**Year-over-Year Change:** -2.0 points

**Recommendation:** Prioritize funding for health infrastructure and school resource programs. Coordinate with state agencies for environmental remediation.",2026-03-29T23:12:38.028607
24004,Wayne County,MD,"## Wayne County, Maryland

**Overall Score: 55.2/100 (Moderate)**

Wayne County shows solid fundamentals with room for targeted improvement. With a population of 427,904 and 73 public schools, the county ranks in the top half nationally.

**Key Findings:**
- Education score: 58.6/100
- Health & resource access: 58.6/100
- Environmental quality: 64.0/100
- Safety index: 44.8/100

**Year-over-Year Change:** +0.6 points

**Recommendation:** Maintain current programs and share best practices with neighboring counties.",2026-03-23T23:12:38.028607
25001,Lake County,MA,"## Lake County, Massachusetts

**Overall Score: 62.9/100 (Moderate)**

Lake County shows solid fundamentals with room for targeted improvement. With a population of 919,597 and 72 public schools, the county ranks in the top half nationally.

**Key Findings:**
- Education score: 66.9/100
- Health & resource access: 63.7/100
- Environmental quality: 46.1/100
- Safety index: 63.0/100

**Year-over-Year Change:** +0.4 points

**Recommendation:** Maintain current programs and share best practices with neighboring counties.",2026-03-22T23:12:38.028607
25002,Orange County,MA,"## Orange County, Massachusetts

**Overall Score: 43.6/100 (At Risk)**

Orange County faces notable challenges that require coordinated intervention. With a population of 145,377 and 39 public schools, the county ranks in the bottom half nationally.

**Key Findings:**
- Education score: 42.3/100
- Health & resource access: 30.8/100
- Environmental quality: 44.7/100
- Safety index: 48.8/100

**Year-over-Year Change:** +1.4 points

**Recommendation:** Prioritize funding for health infrastructure and school resource programs. Coordinate with state agencies for environmental remediation.",2026-03-22T23:12:38.028607
25003,Lee County,MA,"## Lee County, Massachusetts

**Overall Score: 90.2/100 (Thriving)**

Lee County continues to demonstrate strong outcomes across all pillars. With a population of 587,077 and 55 public schools, the county ranks in the top half nationally.

**Key Findings:**
- Education score: 100.0/100
- Health & resource access: 82.5/100
- Environmental quality: 87.0/100
- Safety index: 95.0/100

**Year-over-Year Change:** +4.2 points

**Recommendation:** Maintain current programs and share best practices with neighboring counties.",2026-03-28T23:12:38.028607
25004,Scott County,MA,"## Scott County, Massachusetts

**Overall Score: 76.3/100 (Thriving)**

Scott County continues to demonstrate strong outcomes across all pillars. With a population of 541,590 and 37 public schools, the county ranks in the top half nationally.

**Key Findings:**
- Education score: 71.7/100
- Health & resource access: 88.3/100
- Environmental quality: 88.7/100
- Safety index: 65.2/100

**Year-over-Year Change:** +0.6 points

**Recommendation:** Maintain current programs and share best practices with neighboring counties.",2026-03-24T23:12:38.028607
26001,Douglas County,MI,"## Douglas County, Michigan

**Overall Score: 37.8/100 (At Risk)**

Douglas County faces notable challenges that require coordinated intervention. With a population of 151,139 and 11 public schools, the county ranks in the bottom half nationally.

**Key Findings:**
- Education score: 39.3/100
- Health & resource access: 39.8/100
- Environmental quality: 43.4/100
- Safety index: 28.4/100

**Year-over-Year Change:** -2.9 points

**Recommendation:** Prioritize funding for health infrastructure and school resource programs. Coordinate with state agencies for environmental remediation.",2026-03-26T23:12:38.028607
26002,Fulton County,MI,"## Fulton County, Michigan

**Overall Score: 24.9/100 (Critical)**

Fulton County is in critical need of immediate, multi-sector support. With a population of 623,448 and 77 public schools, the county ranks in the bottom half nationally.

**Key Findings:**
- Education score: 34.4/100
- Health & resource access: 4.4/100
- Environmental quality: 25.1/100
- Safety index: 23.7/100

**Year-over-Year Change:** +3.4 points

**Recommendation:** Prioritize funding for health infrastructure and school resource programs. Coordinate with state agencies for environmental remediation.",2026-03-23T23:12:38.028607
26003,Hancock County,MI,"## Hancock County, Michigan

**Overall Score: 63.4/100 (Moderate)**

Hancock County shows solid fundamentals with room for targeted improvement. With a population of 345,408 and 27 public schools, the county ranks in the top half nationally.

**Key Findings:**
- Education score: 71.4/100
- Health & resource access: 54.2/100
- Environmental quality: 73.8/100
- Safety index: 55.9/100

**Year-over-Year Change:** -0.5 points

**Recommendation:** Maintain current programs and share best practices with neighboring counties.",2026-03-29T23:12:38.028607
26004,Knox County,MI,"## Knox County, Michigan

**Overall Score: 32.6/100 (At Risk)**

Knox County faces notable challenges that require coordinated intervention. With a population of 407,749 and 52 public schools, the county ranks in the bottom half nationally.

**Key Findings:**
- Education score: 43.1/100
- Health & resource access: 23.1/100
- Environmental quality: 37.7/100
- Safety index: 17.3/100

**Year-over-Year Change:** +1.8 points

**Recommendation:** Prioritize funding for health infrastructure and school resource programs. Coordinate with state agencies for environmental remediation.",2026-03-28T23:12:38.028607
27001,Logan County,MN,"## Logan County, Minnesota

**Overall Score: 55.4/100 (Moderate)**

Logan County shows solid fundamentals with room for targeted improvement. With a population of 113,239 and 59 public schools, the county ranks in the top half nationally.

**Key Findings:**
- Education score: 51.6/100
- Health & resource access: 58.4/100
- Environmental quality: 55.3/100
- Safety index: 61.5/100

**Year-over-Year Change:** -0.2 points

**Recommendation:** Maintain current programs and share best practices with neighboring counties.",2026-03-22T23:12:38.028607
27002,Putnam County,MN,"## Putnam County, Minnesota

**Overall Score: 67.8/100 (Moderate)**

Putnam County shows solid fundamentals with room for targeted improvement. With a population of 285,896 and 46 public schools, the county ranks in the top half nationally.

**Key Findings:**
- Education score: 68.2/100
- Health & resource access: 84.0/100
- Environmental quality: 51.5/100
- Safety index: 78.7/100

**Year-over-Year Change:** +3.3 points

**Recommendation:** Maintain current programs and share best practices with neighboring counties.",2026-03-25T23:12:38.028607
27003,Russell County,MN,"## Russell County, Minnesota

**Overall Score: 70.9/100 (Moderate)**

Russell County shows solid fundamentals with room for targeted improvement. With a population of 938,546 and 65 public schools, the county ranks in the top half nationally.

**Key Findings:**
- Education score: 74.4/100
- Health & resource access: 63.3/100
- Environmental quality: 62.1/100
- Safety index: 80.4/100

**Year-over-Year Change:** -0.9 points

**Recommendation:** Maintain current programs and share best practices with neighboring counties.",2026-03-26T23:12:38.028607
27004,Randolph County,MN,"## Randolph County, Minnesota

**Overall Score: 78.0/100 (Thriving)**

Randolph County continues to demonstrate strong outcomes across all pillars. With a population of 111,225 and 15 public schools, the county ranks in the top half nationally.

**Key Findings:**
- Education score: 82.7/100
- Health & resource access: 100.0/100
- Environmental quality: 64.2/100
- Safety index: 77.8/100

**Year-over-Year Change:** -3.2 points

**Recommendation:** Maintain current programs and share best practices with neighboring counties.",2026-03-29T23:12:38.028607
28001,Crawford County,MS,"## Crawford County, Mississippi

**Overall Score: 51.5/100 (Moderate)**

Crawford County shows solid fundamentals with room for targeted improvement. With a population of 564,968 and 55 public schools, the county ranks in the bottom half nationally.

**Key Findings:**
- Education score: 50.1/100
- Health & resource access: 51.9/100
- Environmental quality: 45.3/100
- Safety index: 48.8/100

**Year-over-Year Change:** +1.9 points

**Recommendation:** Maintain current programs and share best practices with neighboring counties.",2026-03-25T23:12:38.028607
28002,Fayette County,MS,"## Fayette County, Mississippi

**Overall Score: 50.7/100 (Moderate)**

Fayette County shows solid fundamentals with room for targeted improvement. With a population of 158,069 and 32 public schools, the county ranks in the bottom half nationally.

**Key Findings:**
- Education score: 53.6/100
- Health & resource access: 58.3/100
- Environmental quality: 42.7/100
- Safety index: 51.6/100

**Year-over-Year Change:** +8.2 points

**Recommendation:** Maintain current programs and share best practices with neighboring counties.",2026-03-29T23:12:38.028607
28003,Delaware County,MS,"## Delaware County, Mississippi

**Overall Score: 47.9/100 (At Risk)**

Delaware County faces notable challenges that require coordinated intervention. With a population of 471,187 and 47 public schools, the county ranks in the bottom half nationally.

**Key Findings:**
- Education score: 49.0/100
- Health & resource access: 53.2/100
- Environmental quality: 30.7/100
- Safety index: 46.1/100

**Year-over-Year Change:** -1.3 points

**Recommendation:** Prioritize funding for health infrastructure and school resource programs. Coordinate with state agencies for environmental remediation.",2026-03-27T23:12:38.028607
28004,Harrison County,MS,"## Harrison County, Mississippi

**Overall Score: 68.8/100 (Moderate)**

Harrison County shows solid fundamentals with room for targeted improvement. With a population of 119,834 and 33 public schools, the county ranks in the top half nationally.

**Key Findings:**
- Education score: 65.9/100
- Health & resource access: 58.7/100
- Environmental quality: 71.9/100
- Safety index: 82.5/100

**Year-over-Year Change:** +0.5 points

**Recommendation:** Maintain current programs and share best practices with neighboring counties.",2026-03-24T23:12:38.028607
29001,Howard County,MO,"## Howard County, Missouri

**Overall Score: 46.8/100 (At Risk)**

Howard County faces notable challenges that require coordinated intervention. With a population of 915,088 and 9 public schools, the county ranks in the bottom half nationally.

**Key Findings:**
- Education score: 58.7/100
- Health & resource access: 63.5/100
- Environmental quality: 50.2/100
- Safety index: 46.1/100

**Year-over-Year Change:** +0.8 points

**Recommendation:** Prioritize funding for health infrastructure and school resource programs. Coordinate with state agencies for environmental remediation.",2026-03-23T23:12:38.028607
29002,Johnson County,MO,"## Johnson County, Missouri

**Overall Score: 68.0/100 (Moderate)**

Johnson County shows solid fundamentals with room for targeted improvement. With a population of 207,367 and 35 public schools, the county ranks in the top half nationally.

**Key Findings:**
- Education score: 53.0/100
- Health & resource access: 67.2/100
- Environmental quality: 62.6/100
- Safety index: 69.6/100

**Year-over-Year Change:** -1.8 points

**Recommendation:** Maintain current programs and share best practices with neighboring counties.",2026-03-29T23:12:38.028607
29003,Mercer County,MO,"## Mercer County, Missouri

**Overall Score: 38.6/100 (At Risk)**

Mercer County faces notable challenges that require coordinated intervention. With a population of 470,236 and 7 public schools, the county ranks in the bottom half nationally.

**Key Findings:**
- Education score: 25.7/100
- Health & resource access: 21.6/100
- Environmental quality: 25.5/100
- Safety index: 34.9/100

**Year-over-Year Change:** -1.9 points

**Recommendation:** Prioritize funding for health infrastructure and school resource programs. Coordinate with state agencies for environmental remediation.",2026-03-29T23:12:38.028607
29004,Noble County,MO,"## Noble County, Missouri

**Overall Score: 62.9/100 (Moderate)**

Noble County shows solid fundamentals with room for targeted improvement. With a population of 391,629 and 70 public schools, the county ranks in the top half nationally.

**Key Findings:**
- Education score: 66.5/100
- Health & resource access: 60.8/100
- Environmental quality: 58.3/100
- Safety index: 68.8/100

**Year-over-Year Change:** +3.7 points

**Recommendation:** Maintain current programs and share best practices with neighboring counties.",2026-03-25T23:12:38.028607
30001,Owen County,MT,"## Owen County, Montana

**Overall Score: 70.9/100 (Moderate)**

Owen County shows solid fundamentals with room for targeted improvement. With a population of 851,298 and 17 public schools, the county ranks in the top half nationally.

**Key Findings:**
- Education score: 86.1/100
- Health & resource access: 93.4/100
- Environmental quality: 63.8/100
- Safety index: 66.9/100

**Year-over-Year Change:** +7.3 points

**Recommendation:** Maintain current programs and share best practices with neighboring counties.",2026-03-28T23:12:38.028607
30002,Ripley County,MT,"## Ripley County, Montana

**Overall Score: 55.3/100 (Moderate)**

Ripley County shows solid fundamentals with room for targeted improvement. With a population of 592,384 and 49 public schools, the county ranks in the top half nationally.

**Key Findings:**
- Education score: 49.5/100
- Health & resource access: 46.6/100
- Environmental quality: 44.2/100
- Safety index: 44.4/100

**Year-over-Year Change:** +4.6 points

**Recommendation:** Maintain current programs and share best practices with neighboring counties.",2026-03-26T23:12:38.028607
30003,Spencer County,MT,"## Spencer County, Montana

**Overall Score: 54.3/100 (Moderate)**

Spencer County shows solid fundamentals with room for targeted improvement. With a population of 677,567 and 50 public schools, the county ranks in the bottom half nationally.

**Key Findings:**
- Education score: 58.4/100
- Health & resource access: 41.1/100
- Environmental quality: 66.3/100
- Safety index: 53.8/100

**Year-over-Year Change:** +3.9 points

**Recommendation:** Maintain current programs and share best practices with neighboring counties.",2026-03-28T23:12:38.028607
30004,Stark County,MT,"## Stark County, Montana

**Overall Score: 83.7/100 (Thriving)**

Stark County continues to demonstrate strong outcomes across all pillars. With a population of 871,874 and 62 public schools, the county ranks in the top half nationally.

**Key Findings:**
- Education score: 86.3/100
- Health & resource access: 61.1/100
- Environmental quality: 77.2/100
- Safety index: 84.2/100

**Year-over-Year Change:** +1.7 points

**Recommendation:** Maintain current programs and share best practices with neighboring counties.",2026-03-23T23:12:38.028607
31001,Taylor County,NE,"## Taylor County, Nebraska

**Overall Score: 48.6/100 (At Risk)**

Taylor County faces notable challenges that require coordinated intervention. With a population of 938,358 and 71 public schools, the county ranks in the bottom half nationally.

**Key Findings:**
- Education score: 50.9/100
- Health & resource access: 54.6/100
- Environmental quality: 47.0/100
- Safety index: 45.4/100

**Year-over-Year Change:** +0.6 points

**Recommendation:** Prioritize funding for health infrastructure and school resource programs. Coordinate with state agencies for environmental remediation.",2026-03-23T23:12:38.028607
31002,Wabash County,NE,"## Wabash County, Nebraska

**Overall Score: 43.9/100 (At Risk)**

Wabash County faces notable challenges that require coordinated intervention. With a population of 443,037 and 15 public schools, the county ranks in the bottom half nationally.

**Key Findings:**
- Education score: 32.4/100
- Health & resource access: 51.8/100
- Environmental quality: 41.8/100
- Safety index: 43.7/100

**Year-over-Year Change:** -1.5 points

**Recommendation:** Prioritize funding for health infrastructure and school resource programs. Coordinate with state agencies for environmental remediation.",2026-03-22T23:12:38.028607
31003,Washington County,NE,"## Washington County, Nebraska

**Overall Score: 65.5/100 (Moderate)**

Washington County shows solid fundamentals with room for targeted improvement. With a population of 388,303 and 15 public schools, the county ranks in the top half nationally.

**Key Findings:**
- Education score: 63.1/100
- Health & resource access: 61.0/100
- Environmental quality: 60.7/100
- Safety index: 60.7/100

**Year-over-Year Change:** +1.4 points

**Recommendation:** Maintain current programs and share best practices with neighboring counties.",2026-03-22T23:12:38.028607
31004,Jefferson County,NE,"## Jefferson County, Nebraska

**Overall Score: 71.4/100 (Moderate)**

Jefferson County shows solid fundamentals with room for targeted improvement. With a population of 872,226 and 61 public schools, the county ranks in the top half nationally.

**Key Findings:**
- Education score: 64.8/100
- Health & resource access: 76.9/100
- Environmental quality: 75.1/100
- Safety index: 88.2/100

**Year-over-Year Change:** -1.2 points

**Recommendation:** Maintain current programs and share best practices with neighboring counties.",2026-03-24T23:12:38.028607
32001,Franklin County,NV,"## Franklin County, Nevada

**Overall Score: 29.2/100 (At Risk)**

Franklin County faces notable challenges that require coordinated intervention. With a population of 223,173 and 11 public schools, the county ranks in the bottom half nationally.

**Key Findings:**
- Education score: 12.8/100
- Health & resource access: 35.7/100
- Environmental quality: 32.7/100
- Safety index: 41.4/100

**Year-over-Year Change:** +0.1 points

**Recommendation:** Prioritize funding for health infrastructure and school resource programs. Coordinate with state agencies for environmental remediation.",2026-03-27T23:12:38.028607
32002,Lincoln County,NV,"## Lincoln County, Nevada

**Overall Score: 31.0/100 (At Risk)**

Lincoln County faces notable challenges that require coordinated intervention. With a population of 298,743 and 21 public schools, the county ranks in the bottom half nationally.

**Key Findings:**
- Education score: 23.5/100
- Health & resource access: 30.9/100
- Environmental quality: 47.5/100
- Safety index: 33.3/100

**Year-over-Year Change:** -4.1 points

**Recommendation:** Prioritize funding for health infrastructure and school resource programs. Coordinate with state agencies for environmental remediation.",2026-03-22T23:12:38.028607
32003,Madison County,NV,"## Madison County, Nevada

**Overall Score: 55.0/100 (Moderate)**

Madison County shows solid fundamentals with room for targeted improvement. With a population of 625,457 and 44 public schools, the county ranks in the top half nationally.

**Key Findings:**
- Education score: 51.3/100
- Health & resource access: 56.6/100
- Environmental quality: 52.5/100
- Safety index: 47.3/100

**Year-over-Year Change:** +5.3 points

**Recommendation:** Maintain current programs and share best practices with neighboring counties.",2026-03-29T23:12:38.028607
32004,Jackson County,NV,"## Jackson County, Nevada

**Overall Score: 63.2/100 (Moderate)**

Jackson County shows solid fundamentals with room for targeted improvement. With a population of 630,503 and 16 public schools, the county ranks in the top half nationally.

**Key Findings:**
- Education score: 69.2/100
- Health & resource access: 64.0/100
- Environmental quality: 66.4/100
- Safety index: 56.9/100

**Year-over-Year Change:** +1.6 points

**Recommendation:** Maintain current programs and share best practices with neighboring counties.",2026-03-22T23:12:38.028607
33001,Marion County,NH,"## Marion County, New Hampshire

**Overall Score: 45.1/100 (At Risk)**

Marion County faces notable challenges that require coordinated intervention. With a population of 40,663 and 10 public schools, the county ranks in the bottom half nationally.

**Key Findings:**
- Education score: 36.5/100
- Health & resource access: 55.4/100
- Environmental quality: 38.9/100
- Safety index: 41.9/100

**Year-over-Year Change:** +5.3 points

**Recommendation:** Prioritize funding for health infrastructure and school resource programs. Coordinate with state agencies for environmental remediation.",2026-03-28T23:12:38.028607
33002,Clay County,NH,"## Clay County, New Hampshire

**Overall Score: 56.0/100 (Moderate)**

Clay County shows solid fundamentals with room for targeted improvement. With a population of 163,539 and 11 public schools, the county ranks in the top half nationally.

**Key Findings:**
- Education score: 57.7/100
- Health & resource access: 51.5/100
- Environmental quality: 47.5/100
- Safety index: 61.0/100

**Year-over-Year Change:** -1.3 points

**Recommendation:** Maintain current programs and share best practices with neighboring counties.",2026-03-27T23:12:38.028607
33003,Monroe County,NH,"## Monroe County, New Hampshire

**Overall Score: 43.0/100 (At Risk)**

Monroe County faces notable challenges that require coordinated intervention. With a population of 459,096 and 15 public schools, the county ranks in the bottom half nationally.

**Key Findings:**
- Education score: 36.6/100
- Health & resource access: 31.1/100
- Environmental quality: 52.3/100
- Safety index: 40.7/100

**Year-over-Year Change:** +4.5 points

**Recommendation:** Prioritize funding for health infrastructure and school resource programs. Coordinate with state agencies for environmental remediation.",2026-03-22T23:12:38.028607
33004,Grant County,NH,"## Grant County, New Hampshire

**Overall Score: 45.8/100 (At Risk)**

Grant County faces notable challenges that require coordinated intervention. With a population of 441,914 and 46 public schools, the county ranks in the bottom half nationally.

**Key Findings:**
- Education score: 32.3/100
- Health & resource access: 24.8/100
- Environmental quality: 41.1/100
- Safety index: 32.6/100

**Year-over-Year Change:** +3.6 points

**Recommendation:** Prioritize funding for health infrastructure and school resource programs. Coordinate with state agencies for environmental remediation.",2026-03-22T23:12:38.028607
34001,Hamilton County,NJ,"## Hamilton County, New Jersey

**Overall Score: 59.5/100 (Moderate)**

Hamilton County shows solid fundamentals with room for targeted improvement. With a population of 505,305 and 11 public schools, the county ranks in the top half nationally.

**Key Findings:**
- Education score: 52.6/100
- Health & resource access: 54.5/100
- Environmental quality: 66.8/100
- Safety index: 69.7/100

**Year-over-Year Change:** -1.0 points

**Recommendation:** Maintain current programs and share best practices with neighboring counties.",2026-03-28T23:12:38.028607
34002,Greene County,NJ,"## Greene County, New Jersey

**Overall Score: 40.0/100 (At Risk)**

Greene County faces notable challenges that require coordinated intervention. With a population of 596,967 and 45 public schools, the county ranks in the bottom half nationally.

**Key Findings:**
- Education score: 45.4/100
- Health & resource access: 34.3/100
- Environmental quality: 44.4/100
- Safety index: 56.3/100

**Year-over-Year Change:** +3.7 points

**Recommendation:** Prioritize funding for health infrastructure and school resource programs. Coordinate with state agencies for environmental remediation.",2026-03-22T23:12:38.028607
