nces_id,year,state,county_fips,composite_score,education_score,health_score,environment_score,safety_score
150016901,2023,HI,15001,74.5,67.3,65.5,72.6,83.6
150016901,2024,HI,15001,73.8,68.0,65.7,72.5,78.8
160014812,2022,ID,16001,79.3,42.4,66.4,80.4,65.6
160014812,2023,ID,16001,73.1,37.7,67.2,76.5,64.2
160014812,2024,ID,16001,76.0,33.5,65.0,77.0,62.0
190034622,2022,IA,19003,68.7,68.1,67.8,80.4,74.4
190034622,2023,IA,19003,79.0,73.5,75.8,84.2,74.7
190034622,2024,IA,19003,73.9,72.3,67.7,78.8,76.8
190044962,2022,IA,19004,71.8,59.5,71.3,75.8,73.2
190044962,2023,IA,19004,73.1,70.3,77.5,72.8,72.4
190044962,2024,IA,19004,74.1,69.2,76.5,71.4,73.8
260046514,2022,MI,26004,73.3,59.9,95.2,76.3,57.4
260046514,2023,MI,26004,76.5,65.9,97.6,72.7,65.5
260046514,2024,MI,26004,73.7,67.0,89.9,79.6,63.6
210014677,2022,KY,21001,78.7,76.6,71.6,77.2,80.4
210014677,2023,KY,21001,72.2,73.0,65.5,69.9,79.4
210014677,2024,KY,21001,75.8,80.9,65.3,69.0,79.1
210022468,2022,KY,21002,73.4,61.6,74.9,54.5,69.1
210022468,2023,KY,21002,73.0,57.5,69.5,54.2,71.1
210022468,2024,KY,21002,71.0,59.7,67.3,52.7,67.8
250026084,2022,MA,25002,74.4,59.3,72.4,81.7,61.6
250026084,2023,MA,25002,77.7,62.0,75.5,82.7,65.2
250026084,2024,MA,25002,71.4,63.8,66.3,85.0,66.1
150038201,2022,HI,15003,70.9,61.1,70.9,71.1,67.7
150038201,2023,HI,15003,68.8,61.9,64.0,67.8,66.3
150038201,2024,HI,15003,70.3,65.5,69.1,72.4,65.7
370028454,2022,NC,37002,75.0,64.4,74.7,80.4,72.3
370028454,2023,NC,37002,72.9,61.0,65.3,85.6,67.8
370028454,2024,NC,37002,74.4,65.4,72.7,85.6,70.4
160013446,2022,ID,16001,75.9,65.0,70.4,70.3,79.3
160013446,2023,ID,16001,72.6,58.5,69.9,63.3,81.5
160013446,2024,ID,16001,72.5,58.6,70.0,63.9,79.1
250014438,2022,MA,25001,71.5,59.6,78.0,66.7,61.9
250014438,2023,MA,25001,72.6,68.1,80.4,71.1,60.8
250014438,2024,MA,25001,73.6,65.0,76.8,70.4,62.4
530037343,2022,WA,53003,71.3,65.6,85.2,75.3,77.3
530037343,2023,WA,53003,70.7,72.5,85.8,74.2,81.3
530037343,2024,WA,53003,73.6,66.5,84.8,78.8,83.9
250022814,2022,MA,25002,76.0,65.7,83.1,65.7,77.5
250022814,2023,MA,25002,73.4,62.9,80.8,62.9,80.6
250022814,2024,MA,25002,73.8,64.6,83.4,58.0,78.2
060044111,2022,CA,06004,71.9,58.2,77.7,67.3,78.5
060044111,2023,CA,06004,74.1,54.5,79.4,66.7,74.0
060044111,2024,CA,06004,67.5,59.9,73.6,71.6,71.0
360021174,2022,NY,36002,69.2,67.7,80.2,70.2,62.7
360021174,2023,NY,36002,70.6,65.7,83.3,72.3,67.5
360021174,2024,NY,36002,75.0,63.3,81.3,74.9,64.4
410048338,2022,OR,41004,73.1,88.7,66.8,68.4,87.7
410048338,2023,OR,41004,67.3,78.8,60.1,65.3,86.8
410048338,2024,OR,41004,74.2,74.5,62.5,71.2,83.9
100023095,2022,DE,10002,70.4,62.5,39.9,83.8,58.4
100023095,2023,DE,10002,69.4,64.2,44.5,83.8,64.9
100023095,2024,DE,10002,68.9,65.3,52.8,83.5,56.4
320043535,2022,NV,32004,72.6,89.3,61.9,74.7,71.3
320043535,2023,NV,32004,75.1,89.0,56.8,70.7,69.6
320043535,2024,NV,32004,73.6,86.1,60.6,73.5,77.5
390049151,2022,OH,39004,72.3,73.6,72.5,66.7,56.5
390049151,2023,OH,39004,74.7,76.5,75.2,69.1,62.6
390049151,2024,OH,39004,71.4,68.2,67.3,71.3,64.2
540024854,2022,WV,54002,73.1,68.5,61.6,85.3,75.0
540024854,2023,WV,54002,69.6,72.6,69.0,90.9,69.1
540024854,2024,WV,54002,72.4,79.3,72.9,90.3,73.2
270033967,2022,MN,27003,71.9,86.5,77.9,72.1,50.3
270033967,2023,MN,27003,72.0,91.9,87.5,73.8,58.3
270033967,2024,MN,27003,72.7,96.0,83.8,70.3,56.2
300036603,2022,MT,30003,66.8,69.6,77.3,63.7,72.3
300036603,2023,MT,30003,72.9,65.7,82.5,69.5,72.4
300036603,2024,MT,30003,73.4,70.1,83.6,65.4,75.9
020019653,2022,AK,02001,73.7,64.9,100.0,80.9,63.6
020019653,2023,AK,02001,68.5,68.3,97.6,78.8,60.0
020019653,2024,AK,02001,71.4,64.6,95.3,74.6,60.4
100014485,2022,DE,10001,65.4,59.9,78.6,67.2,64.5
100014485,2023,DE,10001,70.6,59.2,72.8,64.7,61.4
100014485,2024,DE,10001,71.8,66.7,75.0,70.5,69.1
340043923,2022,NJ,34004,72.6,74.5,81.0,80.2,58.3
340043923,2023,NJ,34004,71.7,79.8,70.8,78.5,53.2
340043923,2024,NJ,34004,71.0,76.2,76.7,78.9,54.9
170018752,2022,IL,17001,70.2,78.8,79.4,67.8,75.0
170018752,2023,IL,17001,73.4,82.3,76.9,71.0,76.1
170018752,2024,IL,17001,67.9,76.2,78.0,65.7,75.1
390049604,2022,OH,39004,73.2,70.0,49.4,77.6,52.7
390049604,2023,OH,39004,70.7,67.6,47.4,81.4,58.3
390049604,2024,OH,39004,70.5,66.4,48.7,80.0,58.0
260042645,2022,MI,26004,67.8,70.2,89.4,79.5,93.6
260042645,2023,MI,26004,71.1,73.4,91.5,84.8,92.1
260042645,2024,MI,26004,71.3,73.5,88.1,83.4,95.2
530049584,2022,WA,53004,68.8,65.7,68.8,63.8,65.9
530049584,2023,WA,53004,71.8,65.0,70.9,66.0,62.7
530049584,2024,WA,53004,70.6,62.9,70.8,72.1,60.9
120031172,2022,FL,12003,74.4,62.9,79.6,67.1,70.2
120031172,2023,FL,12003,67.0,66.5,78.9,71.2,70.5
120031172,2024,FL,12003,70.5,67.3,77.0,72.9,65.0
350016494,2022,NM,35001,68.7,77.1,62.2,64.9,56.1
350016494,2023,NM,35001,71.8,79.4,63.1,68.9,56.0
350016494,2024,NM,35001,70.5,82.4,69.0,75.1,51.2
410032970,2022,OR,41003,74.5,68.0,45.1,57.1,92.5
410032970,2023,OR,41003,71.0,66.6,47.5,54.9,84.5
410032970,2024,OR,41003,69.8,66.9,47.8,53.6,88.6
500027703,2022,VT,50002,69.9,71.7,49.8,61.6,78.9
500027703,2023,VT,50002,70.1,80.4,60.3,62.4,81.2
500027703,2024,VT,50002,71.9,78.8,59.1,65.6,80.5
100021639,2022,DE,10002,68.0,52.6,71.5,56.5,62.6
100021639,2023,DE,10002,63.8,48.8,69.8,58.0,62.9
100021639,2024,DE,10002,70.7,53.7,71.6,60.6,66.6
250019946,2022,MA,25001,71.4,84.6,85.7,88.0,70.2
250019946,2023,MA,25001,70.6,87.0,83.1,85.3,68.3
250019946,2024,MA,25001,71.1,83.0,81.0,86.4,68.1
550039078,2022,WI,55003,71.7,61.9,85.5,76.8,72.4
550039078,2023,WI,55003,71.2,63.3,88.1,68.4,69.6
550039078,2024,WI,55003,70.5,60.6,83.0,69.7,67.4
020026228,2022,AK,02002,70.0,78.6,55.8,61.0,61.7
020026228,2023,AK,02002,71.7,78.7,58.8,65.2,62.4
020026228,2024,AK,02002,70.1,72.8,58.6,64.1,63.4
190022435,2022,IA,19002,76.8,84.2,75.3,81.4,57.9
190022435,2023,IA,19002,66.2,81.1,74.3,75.4,58.3
190022435,2024,IA,19002,70.4,80.9,75.4,76.3,62.5
340026789,2022,NJ,34002,69.8,71.2,47.5,62.7,60.4
340026789,2023,NJ,34002,73.6,78.4,56.6,65.7,71.4
340026789,2024,NJ,34002,73.2,76.8,56.4,67.3,67.4
460018759,2022,SD,46001,68.7,74.9,86.3,65.3,76.9
460018759,2023,SD,46001,74.3,73.2,91.1,68.7,78.0
460018759,2024,SD,46001,69.8,70.5,80.6,68.9,75.7
320032607,2022,NV,32003,66.3,84.7,71.2,78.0,66.4
320032607,2023,NV,32003,70.8,84.0,72.4,82.4,78.3
320032607,2024,NV,32003,73.7,84.8,68.9,81.8,69.2
100036641,2022,DE,10003,71.2,75.7,71.2,54.9,59.0
100036641,2023,DE,10003,71.9,83.8,67.9,55.5,60.1
100036641,2024,DE,10003,74.8,77.4,71.0,55.7,60.6
330016811,2022,NH,33001,68.5,85.3,57.3,73.1,69.3
330016811,2023,NH,33001,73.6,93.5,60.1,70.4,73.2
330016811,2024,NH,33001,70.6,91.0,52.5,72.8,70.4
320028056,2022,NV,32002,67.6,60.2,74.4,60.9,77.0
320028056,2023,NV,32002,73.1,57.4,78.3,66.0,87.9
320028056,2024,NV,32002,71.1,61.6,81.1,65.1,79.4
510041294,2022,VA,51004,69.9,54.2,56.2,80.1,89.9
510041294,2023,VA,51004,71.4,54.2,64.3,80.6,89.4
510041294,2024,VA,51004,70.3,55.3,58.0,78.7,87.0
010036246,2022,AL,01003,71.4,70.2,57.2,66.6,74.0
010036246,2023,AL,01003,70.0,73.2,43.9,64.4,69.5
010036246,2024,AL,01003,75.1,72.6,57.1,62.4,68.8
150026062,2022,HI,15002,64.7,65.5,46.4,63.8,70.7
150026062,2023,HI,15002,66.4,64.4,45.3,59.8,72.8
150026062,2024,HI,15002,68.8,65.5,43.8,68.3,74.8
260019836,2022,MI,26001,68.2,68.3,66.4,67.0,85.5
260019836,2023,MI,26001,69.1,76.3,63.2,65.6,86.9
260019836,2024,MI,26001,70.8,75.6,76.0,66.0,90.2
190015842,2022,IA,19001,67.4,74.8,66.3,74.6,70.7
190015842,2023,IA,19001,67.6,80.6,68.8,80.1,77.6
190015842,2024,IA,19001,69.8,80.0,64.9,78.3,76.7
400023487,2022,OK,40002,71.7,81.0,53.5,79.8,69.0
400023487,2023,OK,40002,68.7,76.5,48.4,72.0,69.1
400023487,2024,OK,40002,71.0,79.1,58.0,71.2,70.4
390024282,2022,OH,39002,66.7,79.9,73.2,72.2,72.7
390024282,2023,OH,39002,67.0,74.2,73.2,69.7,76.3
390024282,2024,OH,39002,69.2,76.1,71.6,69.9,77.8
470038578,2022,TN,47003,73.3,65.8,68.3,72.5,67.1
470038578,2023,TN,47003,75.5,58.0,67.8,71.4,69.8
470038578,2024,TN,47003,70.5,49.0,64.1,70.0,62.6
560023205,2022,WY,56002,65.4,62.3,48.6,80.0,70.8
560023205,2023,WY,56002,69.6,66.0,58.4,84.0,74.8
560023205,2024,WY,56002,70.1,68.9,56.2,83.9,76.7
020036706,2022,AK,02003,68.8,70.8,81.4,77.4,85.1
020036706,2023,AK,02003,76.1,71.6,77.1,80.6,84.1
020036706,2024,AK,02003,68.6,68.9,79.6,80.4,78.2
090019393,2022,CT,09001,67.5,65.9,65.2,48.2,67.7
090019393,2023,CT,09001,67.3,70.4,63.3,45.5,73.6
090019393,2024,CT,09001,70.5,72.8,61.3,45.6,79.2
080019021,2022,CO,08001,71.9,72.8,74.5,75.4,66.3
080019021,2023,CO,08001,67.8,71.7,64.9,73.5,65.6
080019021,2024,CO,08001,67.3,72.5,65.7,72.2,67.4
250027400,2022,MA,25002,66.1,72.2,66.2,69.4,62.9
250027400,2023,MA,25002,63.5,69.6,63.0,65.7,61.1
250027400,2024,MA,25002,71.8,72.8,67.1,74.5,65.0
340012789,2022,NJ,34001,61.7,80.3,68.6,47.0,70.6
340012789,2023,NJ,34001,67.5,71.4,68.0,47.8,66.2
340012789,2024,NJ,34001,68.8,78.1,69.0,49.5,66.6
460021387,2022,SD,46002,69.2,75.8,67.6,82.0,72.7
460021387,2023,SD,46002,67.3,77.4,60.4,81.8,64.1
460021387,2024,SD,46002,70.0,80.7,68.7,80.1,67.5
270039004,2022,MN,27003,66.0,81.7,70.0,78.0,72.8
270039004,2023,MN,27003,69.4,81.2,79.8,81.5,69.9
270039004,2024,MN,27003,67.8,81.5,70.0,79.7,70.2
500019350,2022,VT,50001,67.8,52.2,81.7,68.7,67.5
500019350,2023,VT,50001,71.5,49.2,80.3,69.2,72.7
500019350,2024,VT,50001,72.6,56.4,80.8,71.9,73.2
020016666,2022,AK,02001,68.8,55.8,54.3,56.5,62.6
020016666,2023,AK,02001,67.2,65.6,61.0,59.1,68.4
020016666,2024,AK,02001,67.6,68.7,56.2,55.8,70.7
490026757,2022,UT,49002,69.2,85.0,57.7,72.7,59.8
490026757,2023,UT,49002,67.3,80.2,52.4,68.5,54.6
490026757,2024,UT,49002,70.2,81.9,54.3,72.7,63.2
170019220,2022,IL,17001,66.5,79.4,60.9,62.0,66.3
170019220,2023,IL,17001,69.8,72.6,63.1,63.1,62.7
170019220,2024,IL,17001,71.1,79.0,60.7,68.3,66.7
420044229,2022,PA,42004,62.7,57.1,72.6,86.0,70.9
420044229,2023,PA,42004,68.2,59.3,75.4,84.0,71.5
420044229,2024,PA,42004,70.6,63.8,78.8,83.9,72.0
290027458,2022,MO,29002,68.4,75.1,68.3,52.2,59.8
290027458,2023,MO,29002,65.3,77.5,65.1,50.2,63.5
290027458,2024,MO,29002,64.1,77.4,65.8,53.9,62.1
440016220,2022,RI,44001,67.0,74.0,76.8,84.5,68.0
440016220,2023,RI,44001,62.2,67.0,76.5,83.9,71.6
440016220,2024,RI,44001,69.7,73.7,81.2,79.6,74.6
470028309,2022,TN,47002,69.2,52.3,77.1,67.9,68.3
470028309,2023,TN,47002,67.5,58.3,82.6,75.5,73.1
470028309,2024,TN,47002,67.8,60.5,88.7,75.1,73.8
010015054,2022,AL,01001,65.8,70.2,52.5,69.4,70.1
010015054,2023,AL,01001,64.0,70.5,53.3,71.2,77.2
010015054,2024,AL,01001,69.1,71.4,57.1,68.7,70.8
040022559,2022,AZ,04002,67.5,64.8,79.2,75.0,64.4
040022559,2023,AZ,04002,69.1,71.5,75.8,81.8,61.9
040022559,2024,AZ,04002,70.0,68.2,76.6,86.1,69.7
250044148,2022,MA,25004,65.8,59.8,54.7,60.4,70.1
250044148,2023,MA,25004,65.0,55.7,54.9,59.1,77.4
250044148,2024,MA,25004,66.8,67.2,58.3,60.5,71.9
040042685,2022,AZ,04004,66.8,66.4,70.9,65.5,67.4
040042685,2023,AZ,04004,69.3,67.8,77.3,65.1,69.9
040042685,2024,AZ,04004,68.3,69.1,69.6,62.8,72.1
160038672,2022,ID,16003,67.1,65.2,64.1,58.4,66.6
160038672,2023,ID,16003,67.9,64.3,67.4,57.8,75.2
160038672,2024,ID,16003,66.2,65.9,62.3,57.0,75.3
360031273,2022,NY,36003,67.4,53.1,81.5,73.9,50.2
360031273,2023,NY,36003,68.0,57.2,86.4,75.1,50.8
360031273,2024,NY,36003,67.7,57.1,87.2,73.8,55.9
460012508,2022,SD,46001,65.2,71.0,74.0,54.3,74.8
460012508,2023,SD,46001,68.3,61.4,71.5,50.2,68.8
460012508,2024,SD,46001,68.8,69.6,71.1,53.1,75.6
410027611,2022,OR,41002,66.4,78.1,62.3,49.5,68.5
410027611,2023,OR,41002,68.4,73.4,59.9,49.9,63.5
410027611,2024,OR,41002,69.7,73.9,56.7,52.8,65.1
200017557,2022,KS,20001,67.7,76.0,72.1,94.6,83.8
200017557,2023,KS,20001,69.2,74.1,62.5,90.4,83.4
200017557,2024,KS,20001,67.5,76.1,71.1,89.4,82.3
270045177,2022,MN,27004,71.1,67.7,76.1,87.5,76.0
270045177,2023,MN,27004,71.0,64.8,76.6,84.6,67.4
270045177,2024,MN,27004,70.1,69.3,72.0,83.8,65.9
090037143,2022,CT,09003,63.6,65.9,85.8,67.2,56.9
090037143,2023,CT,09003,64.5,68.4,81.7,63.7,53.8
090037143,2024,CT,09003,64.9,70.3,87.0,68.9,57.9
120017216,2022,FL,12001,65.8,59.8,64.4,73.6,56.4
120017216,2023,FL,12001,66.3,62.3,71.0,77.7,55.2
120017216,2024,FL,12001,67.2,68.8,71.1,75.5,59.1
150024783,2022,HI,15002,67.9,60.2,68.0,68.7,64.8
150024783,2023,HI,15002,71.3,57.7,66.5,67.5,63.9
150024783,2024,HI,15002,70.2,57.0,64.1,65.8,62.0
250031183,2022,MA,25003,65.2,80.9,73.6,47.8,58.8
250031183,2023,MA,25003,65.7,77.2,71.8,56.1,61.4
250031183,2024,MA,25003,70.5,88.5,75.0,56.3,61.8
330023851,2022,NH,33002,66.0,80.6,64.0,64.6,69.3
330023851,2023,NH,33002,68.9,84.6,64.1,63.5,68.8
330023851,2024,NH,33002,70.1,75.8,62.5,68.0,72.5
400048953,2022,OK,40004,69.4,76.4,82.6,62.8,51.8
400048953,2023,OK,40004,67.2,80.7,77.0,65.0,53.3
400048953,2024,OK,40004,70.1,75.2,81.3,57.5,52.9
270025014,2022,MN,27002,65.3,39.9,68.4,67.8,53.6
270025014,2023,MN,27002,65.3,37.4,67.4,66.2,53.2
270025014,2024,MN,27002,69.4,44.2,64.0,66.9,53.7
440012314,2022,RI,44001,67.2,56.9,80.5,72.0,68.0
440012314,2023,RI,44001,65.6,64.6,80.8,71.0,63.0
440012314,2024,RI,44001,70.1,65.7,85.0,71.8,64.3
080024460,2022,CO,08002,64.4,61.4,62.5,64.7,77.2
080024460,2023,CO,08002,63.9,59.3,64.0,67.8,75.1
080024460,2024,CO,08002,68.8,65.2,69.0,66.6,78.8
200045036,2022,KS,20004,62.6,50.3,77.3,57.3,70.1
200045036,2023,KS,20004,68.2,52.9,80.4,67.1,69.3
200045036,2024,KS,20004,67.9,49.6,82.0,63.9,73.9
020039199,2022,AK,02003,71.1,62.3,63.1,77.6,71.9
020039199,2023,AK,02003,69.5,49.5,66.1,72.9,68.7
020039199,2024,AK,02003,68.2,52.8,61.1,76.1,76.0
100011662,2022,DE,10001,69.4,65.6,58.9,71.9,89.9
100011662,2023,DE,10001,66.9,65.8,51.6,66.4,94.7
100011662,2024,DE,10001,68.8,61.1,54.5,72.1,87.9
100019460,2022,DE,10001,65.7,59.7,72.4,79.2,67.7
100019460,2023,DE,10001,67.3,61.5,67.7,77.3,69.1
100019460,2024,DE,10001,71.0,62.0,70.9,81.9,67.0
310015263,2022,NE,31001,68.9,76.6,41.2,62.6,69.9
310015263,2023,NE,31001,63.6,83.3,43.2,64.4,66.9
310015263,2024,NE,31001,64.3,83.2,37.7,60.4,67.5
310047043,2022,NE,31004,69.5,71.9,54.9,58.4,69.5
310047043,2023,NE,31004,70.5,77.8,50.3,60.3,70.5
310047043,2024,NE,31004,65.6,74.0,51.2,58.9,67.0
330039474,2022,NH,33003,70.0,64.0,74.8,66.0,60.9
330039474,2023,NH,33003,67.9,60.0,67.7,57.8,59.9
330039474,2024,NH,33003,69.0,59.2,76.6,63.4,55.7
120045454,2022,FL,12004,64.2,70.3,53.9,75.9,61.7
120045454,2023,FL,12004,68.8,72.3,52.4,78.1,61.6
120045454,2024,FL,12004,68.9,78.8,53.5,73.9,58.3
490042814,2022,UT,49004,68.6,67.3,58.2,79.1,67.2
490042814,2023,UT,49004,67.1,56.5,52.5,76.2,61.0
490042814,2024,UT,49004,62.3,62.8,50.7,77.9,65.1
550016914,2022,WI,55001,70.0,49.3,65.3,73.1,70.0
550016914,2023,WI,55001,71.5,49.1,60.0,68.9,64.6
550016914,2024,WI,55001,67.3,47.4,63.5,67.4,57.2
330029653,2022,NH,33002,70.3,61.8,56.4,60.3,63.5
330029653,2023,NH,33002,67.4,57.1,52.0,54.4,68.3
330029653,2024,NH,33002,69.1,56.7,54.1,54.3,58.4
160025641,2022,ID,16002,65.3,68.2,61.2,57.4,71.3
160025641,2023,ID,16002,64.7,78.4,68.4,67.9,79.6
160025641,2024,ID,16002,67.6,78.4,67.0,65.3,77.5
400025915,2022,OK,40002,70.3,67.4,80.0,83.0,69.3
400025915,2023,OK,40002,68.0,73.6,81.7,82.9,66.3
400025915,2024,OK,40002,68.6,64.4,73.6,83.4,71.9
440029115,2022,RI,44002,66.7,67.6,80.1,61.9,65.5
440029115,2023,RI,44002,72.3,66.0,77.5,63.4,69.6
440029115,2024,RI,44002,69.8,67.1,71.8,59.1,66.4
510013453,2022,VA,51001,63.6,52.7,51.7,61.9,48.5
510013453,2023,VA,51001,64.3,56.2,54.2,62.5,49.5
510013453,2024,VA,51001,67.1,54.3,56.3,64.4,49.7
170011176,2022,IL,17001,68.6,81.5,63.0,65.3,69.7
170011176,2023,IL,17001,67.2,81.7,57.6,63.5,70.3
170011176,2024,IL,17001,67.2,82.1,58.6,63.3,68.7
400016030,2022,OK,40001,64.3,83.8,68.0,59.3,75.4
400016030,2023,OK,40001,67.6,75.9,67.2,56.1,64.3
400016030,2024,OK,40001,65.9,78.1,68.4,63.7,71.6
450025970,2022,SC,45002,67.9,51.3,68.0,89.0,66.3
450025970,2023,SC,45002,68.1,51.3,77.8,89.3,62.7
450025970,2024,SC,45002,68.1,51.1,74.3,90.7,63.4
510011278,2022,VA,51001,62.9,64.7,42.8,62.7,68.9
510011278,2023,VA,51001,67.8,58.2,45.8,65.0,77.9
510011278,2024,VA,51001,67.5,63.6,44.3,67.4,80.7
550044510,2022,WI,55004,68.1,77.2,65.7,53.0,75.6
550044510,2023,WI,55004,71.1,74.4,60.1,54.0,73.2
550044510,2024,WI,55004,68.7,76.0,62.3,54.0,74.5
080022659,2022,CO,08002,66.9,70.2,72.5,69.5,68.1
080022659,2023,CO,08002,63.5,68.9,75.6,63.7,64.8
080022659,2024,CO,08002,69.4,67.0,72.6,70.9,70.1
080045990,2022,CO,08004,65.6,63.6,68.2,56.5,68.1
080045990,2023,CO,08004,65.8,63.0,66.8,54.9,62.6
080045990,2024,CO,08004,69.0,62.2,65.2,57.1,64.8
360026193,2022,NY,36002,67.6,59.6,48.8,69.7,65.0
360026193,2023,NY,36002,65.6,54.9,49.0,68.6,65.1
360026193,2024,NY,36002,64.8,52.4,47.5,71.1,66.4
340025529,2022,NJ,34002,67.8,61.8,64.4,64.0,69.2
340025529,2023,NJ,34002,64.6,58.3,63.7,63.1,62.1
340025529,2024,NJ,34002,67.9,61.2,63.2,60.6,63.0
180017162,2022,IN,18001,65.6,57.9,68.9,48.8,58.5
180017162,2023,IN,18001,67.9,60.4,71.5,48.3,66.3
180017162,2024,IN,18001,66.8,59.4,69.0,52.9,63.3
240031343,2022,MD,24003,61.2,48.3,90.1,56.2,83.5
240031343,2023,MD,24003,69.3,52.7,90.0,58.7,81.2
240031343,2024,MD,24003,68.7,53.6,94.1,56.9,79.6
480025570,2022,TX,48002,67.9,70.0,100.0,66.1,82.3
480025570,2023,TX,48002,67.3,59.8,100.0,66.6,75.7
480025570,2024,TX,48002,64.0,60.1,91.8,63.8,74.8
500028798,2022,VT,50002,65.1,59.1,51.4,67.5,65.4
500028798,2023,VT,50002,66.3,66.1,61.4,65.7,65.6
500028798,2024,VT,50002,62.8,60.6,58.8,67.3,63.9
170034027,2022,IL,17003,62.3,59.2,40.8,70.6,67.0
170034027,2023,IL,17003,68.5,65.9,46.8,72.1,64.6
170034027,2024,IL,17003,64.5,61.8,45.9,75.5,65.8
530042781,2022,WA,53004,70.7,77.3,66.0,70.8,53.1
530042781,2023,WA,53004,66.1,67.8,60.2,67.8,52.0
530042781,2024,WA,53004,64.0,67.4,56.9,70.7,52.8
500034208,2022,VT,50003,71.1,77.0,79.2,66.4,58.1
500034208,2023,VT,50003,66.5,71.2,66.0,62.1,55.3
500034208,2024,VT,50003,66.1,73.1,70.9,64.6,54.0
020049019,2022,AK,02004,62.1,73.8,63.8,49.4,57.3
020049019,2023,AK,02004,62.4,86.1,69.9,45.9,53.2
020049019,2024,AK,02004,69.6,78.8,72.5,47.1,57.4
470043331,2022,TN,47004,66.2,54.8,63.8,67.8,80.0
470043331,2023,TN,47004,63.5,57.4,67.0,66.6,77.9
470043331,2024,TN,47004,67.4,54.4,63.3,65.7,82.8
210035321,2022,KY,21003,63.6,55.2,66.5,62.6,67.6
210035321,2023,KY,21003,67.1,53.2,65.8,64.7,71.8
210035321,2024,KY,21003,64.5,54.8,59.3,66.6,72.2
220049516,2022,LA,22004,68.6,42.3,59.1,62.1,57.7
220049516,2023,LA,22004,67.3,53.8,60.7,66.2,59.2
220049516,2024,LA,22004,67.6,50.5,66.6,64.8,57.5
550046254,2022,WI,55004,68.0,60.1,48.6,60.1,64.1
550046254,2023,WI,55004,68.1,69.6,54.5,60.2,63.1
550046254,2024,WI,55004,63.2,68.3,47.4,62.5,63.2
230048293,2022,ME,23004,71.2,79.4,66.8,71.1,65.2
230048293,2023,ME,23004,64.9,72.6,66.7,66.2,64.7
230048293,2024,ME,23004,68.0,75.3,70.1,65.7,66.9
460025305,2022,SD,46002,68.8,78.6,60.3,59.6,75.0
460025305,2023,SD,46002,62.7,77.7,62.1,51.9,69.3
460025305,2024,SD,46002,67.3,76.6,61.5,59.1,70.9
490018360,2022,UT,49001,63.6,51.1,48.0,70.5,78.0
490018360,2023,UT,49001,67.2,55.5,53.5,71.9,77.0
490018360,2024,UT,49001,64.8,52.0,54.2,72.4,85.3
280025994,2022,MS,28002,64.6,60.4,60.2,68.9,60.5
280025994,2023,MS,28002,62.5,69.0,62.4,69.1,54.3
280025994,2024,MS,28002,68.2,68.4,62.1,70.0,59.3
350049007,2022,NM,35004,63.5,57.9,64.4,69.3,70.2
350049007,2023,NM,35004,68.6,59.3,70.4,67.5,82.5
350049007,2024,NM,35004,69.8,59.7,70.5,67.6,78.1
490033251,2022,UT,49003,67.0,61.7,75.6,83.1,70.4
490033251,2023,UT,49003,65.2,66.3,59.4,86.4,68.5
490033251,2024,UT,49003,65.4,59.0,70.9,83.3,58.7
080021323,2022,CO,08002,65.5,80.2,72.6,66.8,67.7
080021323,2023,CO,08002,64.6,80.1,72.7,67.2,72.7
080021323,2024,CO,08002,64.8,81.5,71.7,68.8,76.6
440046272,2022,RI,44004,69.3,57.0,77.3,63.0,72.4
440046272,2023,RI,44004,60.0,64.7,76.5,56.5,67.4
440046272,2024,RI,44004,64.7,54.3,67.4,59.4,69.3
490023890,2022,UT,49002,63.3,65.5,44.6,64.2,71.3
490023890,2023,UT,49002,64.8,77.5,49.1,65.6,77.5
490023890,2024,UT,49002,70.3,75.7,51.8,60.8,74.6
100031852,2022,DE,10003,67.2,70.2,57.3,78.1,63.8
100031852,2023,DE,10003,63.2,68.2,55.2,72.6,68.7
100031852,2024,DE,10003,67.3,71.2,54.5,73.1,59.4
410014669,2022,OR,41001,69.7,62.3,52.9,62.3,79.1
410014669,2023,OR,41001,62.8,63.6,53.7,63.0,77.3
410014669,2024,OR,41001,67.0,67.1,51.0,61.9,69.2
440048906,2022,RI,44004,62.9,52.8,73.7,63.9,78.1
440048906,2023,RI,44004,66.5,55.7,71.8,66.1,72.4
440048906,2024,RI,44004,64.9,51.4,79.3,61.1,73.3
270021886,2022,MN,27002,63.1,78.8,63.1,64.6,66.8
270021886,2023,MN,27002,62.5,72.5,59.1,64.2,55.4
270021886,2024,MN,27002,71.1,83.5,61.7,66.9,64.6
040019109,2022,AZ,04001,63.3,65.5,65.7,78.2,52.3
040019109,2023,AZ,04001,64.2,67.6,63.3,82.8,54.8
040019109,2024,AZ,04001,60.8,67.4,54.2,82.9,52.7
330029659,2022,NH,33002,60.7,49.0,67.8,57.7,55.2
330029659,2023,NH,33002,65.1,50.5,72.4,61.7,56.5
330029659,2024,NH,33002,64.7,51.5,73.0,59.9,57.1
330044453,2022,NH,33004,65.4,59.9,61.0,60.6,60.9
330044453,2023,NH,33004,66.1,60.6,69.6,60.2,56.9
330044453,2024,NH,33004,65.3,64.0,70.1,58.3,69.1
500041497,2022,VT,50004,64.6,56.0,56.2,79.4,63.9
500041497,2023,VT,50004,64.3,49.8,51.0,76.7,72.0
500041497,2024,VT,50004,67.5,50.0,49.4,77.9,65.8
