nces_id,name,city,state,county_fips,county_name,school_type,grade_range,enrollment,title_i,latitude,longitude
170046571,Martin Luther King Jr. Elementary,Richmond,IL,17004,Taylor County,Regular,6-8,1307,No,40.69997,-89.138
170048175,Harmony Academy,Fairview,IL,17004,Taylor County,Magnet,K-5,266,No,40.60922,-88.56377
170041268,Jefferson Magnet School,Franklin,IL,17004,Taylor County,Charter,K-12,1503,Yes,40.8373,-89.03459
170041604,Harmony High School,Glen Cove,IL,17004,Taylor County,Regular,K-5,198,No,41.13831,-88.79058
180012047,Horizon Middle School,Bristol,IN,18001,Wabash County,Magnet,K-8,2156,No,40.57587,-85.25692
180011746,Valley High School,Burlington,IN,18001,Wabash County,Regular,K-5,378,Yes,40.70234,-84.92397
180017162,Innovation High School,Springfield,IN,18001,Wabash County,Charter,PK-5,2114,Yes,40.54181,-85.27085
180015439,Magnolia Elementary,Easton,IN,18001,Wabash County,Magnet,K-5,1099,No,40.90432,-85.35593
180014144,Adams Primary School,Bristol,IN,18001,Wabash County,Regular,K-5,1602,No,40.81653,-85.00262
180023617,Pleasant Elementary School,Franklin,IN,18002,Washington County,Magnet,9-12,1611,No,39.25145,-86.36407
180022901,Roosevelt Academy,Plymouth,IN,18002,Washington County,Regular,K-8,1941,No,39.37714,-86.06665
180024615,Roosevelt Elementary,Kingston,IN,18002,Washington County,Magnet,9-12,2104,Yes,39.65999,-86.42794
180026503,Madison Elementary School,Oxford,IN,18002,Washington County,Magnet,6-8,364,No,39.2076,-86.00391
180023784,Meadow Primary School,Vernon,IN,18002,Washington County,Charter,K-5,1060,Yes,39.37272,-86.20184
180038114,Valley Academy,Weston,IN,18003,Jefferson County,Charter,6-8,730,Yes,39.65616,-87.62777
180034940,Martin Luther King Jr. Primary School,Richmond,IN,18003,Jefferson County,Regular,K-8,170,No,39.97546,-87.57467
180031399,Pine Elementary,Richmond,IN,18003,Jefferson County,Magnet,K-12,687,No,39.51647,-87.13137
180035859,Maple Preparatory School,Oxford,IN,18003,Jefferson County,Regular,K-8,2341,No,39.87812,-87.60572
180031669,Southfield Magnet School,Clinton,IN,18003,Jefferson County,Regular,9-12,394,No,39.48854,-87.45334
180044693,Westside Magnet School,Weston,IN,18004,Franklin County,Magnet,K-8,1215,No,40.77649,-85.01318
180045788,Cedar Junior High School,Chester,IN,18004,Franklin County,Magnet,PK-5,388,No,41.14534,-84.77648
180049131,Jackson Academy,Hartford,IN,18004,Franklin County,Magnet,K-5,212,No,40.86012,-84.64176
180044806,Pioneer Primary School,Manchester,IN,18004,Franklin County,Magnet,K-8,1495,No,40.95742,-84.65774
180046021,Monroe Preparatory School,Georgetown,IN,18004,Franklin County,Regular,PK-5,2103,No,41.19263,-84.58935
190013873,Pioneer High School,Clinton,IA,19001,Lincoln County,Magnet,K-5,1094,Yes,42.20339,-92.50932
190017109,Cedar Primary School,Clinton,IA,19001,Lincoln County,Regular,6-8,2305,No,42.25159,-92.68434
190015842,Elm Preparatory School,Richmond,IA,19001,Lincoln County,Regular,6-8,722,No,42.38191,-92.63191
190012515,Westside Elementary School,Lexington,IA,19001,Lincoln County,Regular,K-5,919,No,42.64747,-92.23904
190019035,Westside Junior High School,Lexington,IA,19001,Lincoln County,Magnet,K-5,2215,Yes,42.72377,-92.48266
190022435,Wilson Elementary,Plymouth,IA,19002,Madison County,Magnet,6-8,1822,No,40.73478,-93.5807
190026495,Roosevelt Junior High School,Richmond,IA,19002,Madison County,Magnet,K-8,1659,Yes,40.56557,-93.68082
190025742,Sunset Elementary,Franklin,IA,19002,Madison County,Regular,K-5,1356,No,40.85806,-93.62019
190025713,Oakwood High School,Glen Cove,IA,19002,Madison County,Charter,PK-5,1122,Yes,40.63321,-93.89777
190022959,Southfield Primary School,Plymouth,IA,19002,Madison County,Magnet,K-8,191,No,40.65931,-94.02899
190036832,Franklin Preparatory School,Ashland,IA,19003,Jackson County,Regular,K-5,2289,Yes,41.05292,-92.22273
190035447,Heritage Magnet School,Bristol,IA,19003,Jackson County,Regular,9-12,2308,No,41.23859,-92.67486
190034622,Pioneer Academy,Salem,IA,19003,Jackson County,Regular,PK-5,2273,Yes,40.99501,-92.13298
190039570,Discovery Magnet School,Clinton,IA,19003,Jackson County,Regular,K-5,1367,Yes,41.19128,-92.61144
190032830,Roosevelt Elementary School,Richmond,IA,19003,Jackson County,Charter,K-12,2103,No,40.77011,-92.61791
190042581,Achievement Middle School,York,IA,19004,Marion County,Regular,PK-5,961,No,40.77637,-92.84648
190044962,Willow Junior High School,Greenville,IA,19004,Marion County,Regular,K-8,525,Yes,40.9828,-92.62791
190048777,Southfield Junior High School,Clinton,IA,19004,Marion County,Magnet,6-8,1920,Yes,40.77401,-92.84451
190043226,Birch Magnet School,Oxford,IA,19004,Marion County,Regular,6-8,1300,Yes,40.71485,-92.76117
190048011,Grant Middle School,Weston,IA,19004,Marion County,Regular,6-8,2068,No,40.77308,-92.45817
200012666,Harmony High School,Greenville,KS,20001,Clay County,Regular,6-8,1609,No,38.24838,-98.04162
200017557,Northview Elementary,Newport,KS,20001,Clay County,Regular,6-8,1776,No,38.35205,-98.31018
200012117,Birch Elementary School,Clinton,KS,20001,Clay County,Regular,PK-5,1687,No,38.13684,-98.02542
200019270,Whitman Primary School,Burlington,KS,20001,Clay County,Regular,6-8,2334,Yes,38.61675,-98.37964
200015965,Spring High School,Glen Cove,KS,20001,Clay County,Charter,PK-5,1884,No,38.23268,-98.16515
200029301,Franklin Charter School,Arlington,KS,20002,Monroe County,Regular,K-8,2146,No,38.01426,-97.83324
200026591,Lakeview Middle School,Easton,KS,20002,Monroe County,Regular,K-5,1533,No,37.89126,-98.01103
200023781,Lincoln Primary School,Burlington,KS,20002,Monroe County,Magnet,9-12,273,No,38.03876,-97.79142
200022601,Excellence Elementary,Bristol,KS,20002,Monroe County,Regular,K-12,963,No,37.94214,-97.55803
200022234,Pioneer Primary School,Madison,KS,20002,Monroe County,Regular,6-8,1297,No,37.67262,-97.44716
200039700,Elm Charter School,Madison,KS,20003,Grant County,Magnet,K-8,1542,Yes,37.45982,-97.86599
200039971,Hamilton Elementary School,Manchester,KS,20003,Grant County,Magnet,K-12,2234,No,37.41501,-97.91933
200031981,Magnolia Academy,Chester,KS,20003,Grant County,Magnet,K-8,2014,No,37.21312,-97.59924
200035702,Fairview High School,Arlington,KS,20003,Grant County,Regular,PK-5,1087,No,37.21199,-97.95712
200034309,Monroe Preparatory School,Fairview,KS,20003,Grant County,Regular,9-12,239,No,37.5427,-97.88044
200046143,Highland Preparatory School,Vernon,KS,20004,Hamilton County,Magnet,PK-5,380,No,37.56246,-97.3528
200049551,Pleasant Junior High School,Richmond,KS,20004,Hamilton County,Regular,9-12,2271,No,37.32227,-97.70165
200047928,Wilson High School,Bristol,KS,20004,Hamilton County,Charter,K-8,837,No,37.60635,-97.49211
200045036,Longfellow High School,Chester,KS,20004,Hamilton County,Regular,9-12,2066,No,37.51722,-97.74316
200047302,Twain Magnet School,Weston,KS,20004,Hamilton County,Regular,6-8,619,No,37.53899,-97.52272
210018190,Ridgewood Magnet School,Weston,KY,21001,Greene County,Magnet,6-8,1784,Yes,38.36742,-85.77274
210013627,Liberty Preparatory School,Hartford,KY,21001,Greene County,Regular,9-12,391,No,38.45552,-85.38326
210013229,Washington Charter School,Madison,KY,21001,Greene County,Charter,K-5,1371,No,38.54849,-85.7543
210016233,Cedar Elementary,Vernon,KY,21001,Greene County,Regular,K-8,666,No,38.30709,-85.46499
210014677,Lincoln Elementary School,York,KY,21001,Greene County,Regular,K-12,1056,Yes,38.78748,-85.70184
210022922,Washington Primary School,Easton,KY,21002,Union County,Regular,K-5,1978,No,37.16501,-83.56326
210025636,Unity Academy,Easton,KY,21002,Union County,Regular,K-8,858,No,37.56938,-83.97414
210023182,Central Magnet School,Oxford,KY,21002,Union County,Charter,K-12,1748,No,37.5219,-83.56633
210021745,Washington Preparatory School,Hartford,KY,21002,Union County,Charter,K-5,1680,No,37.68041,-83.58864
210022468,Westside Primary School,Easton,KY,21002,Union County,Magnet,K-5,700,No,37.16401,-83.9649
210035321,Magnolia Magnet School,Easton,KY,21003,Warren County,Charter,K-5,795,No,37.20182,-83.58944
210031587,Elm Preparatory School,Clinton,KY,21003,Warren County,Regular,6-8,2033,No,36.82931,-83.34709
210033425,Adams Magnet School,Greenville,KY,21003,Warren County,Regular,9-12,954,No,36.86809,-83.78322
210033958,Oakwood Middle School,Georgetown,KY,21003,Warren County,Regular,K-12,2160,Yes,37.29212,-83.86862
210038861,Pine Preparatory School,Lexington,KY,21003,Warren County,Regular,6-8,143,No,37.34156,-83.4905
210045635,Westside Elementary School,Plymouth,KY,21004,Clark County,Magnet,K-5,409,No,37.22163,-85.0401
210043525,Adams Preparatory School,Glen Cove,KY,21004,Clark County,Regular,K-8,1890,No,37.70834,-84.83109
210047931,Martin Luther King Jr. Charter School,Salem,KY,21004,Clark County,Charter,PK-5,1628,No,37.42656,-84.93759
210049596,Martin Luther King Jr. Preparatory School,Farmington,KY,21004,Clark County,Regular,K-5,1911,Yes,37.71042,-84.90663
210041738,Willow Middle School,Hartford,KY,21004,Clark County,Regular,9-12,1860,No,37.22279,-84.79669
220013985,Pioneer Charter School,Franklin,LA,22001,Montgomery County,Magnet,9-12,461,No,29.77225,-92.78461
220014458,Hamilton Middle School,Plymouth,LA,22001,Montgomery County,Regular,6-8,1182,Yes,29.50648,-92.95245
220018974,Twain Junior High School,Troy,LA,22001,Montgomery County,Regular,K-5,1597,No,29.72898,-92.91062
220013378,Fairview Academy,Easton,LA,22001,Montgomery County,Magnet,K-5,2326,No,29.29786,-92.50137
220011321,Central Elementary,Kingston,LA,22001,Montgomery County,Regular,6-8,1113,No,29.4231,-92.46553
220025764,Jefferson Elementary,Dayton,LA,22002,Adams County,Magnet,PK-5,2111,No,30.10084,-92.74138
220026681,Cedar Charter School,Springfield,LA,22002,Adams County,Regular,6-8,780,No,30.39743,-92.49626
220028675,Madison Preparatory School,Plymouth,LA,22002,Adams County,Regular,K-12,1718,No,30.46155,-92.37394
220028911,Madison High School,Madison,LA,22002,Adams County,Regular,6-8,760,No,30.02224,-92.52821
220023862,Horizon Primary School,Franklin,LA,22002,Adams County,Charter,PK-5,380,No,30.22007,-92.40726
220035382,Autumn High School,Vernon,LA,22003,Carroll County,Magnet,6-8,2231,Yes,31.25854,-90.62502
220032669,Horizon Primary School,Franklin,LA,22003,Carroll County,Regular,K-5,2197,Yes,30.93493,-91.11016
220036959,Eastside High School,Bristol,LA,22003,Carroll County,Regular,PK-5,946,No,31.41648,-90.71947
220037799,Southfield Academy,Fairview,LA,22003,Carroll County,Magnet,6-8,2289,No,31.30703,-91.0982
220038251,Jackson Elementary School,Oxford,LA,22003,Carroll County,Magnet,K-5,2239,Yes,30.88557,-90.99212
220049516,Hawthorne Charter School,Dayton,LA,22004,Henry County,Regular,K-8,2387,No,30.79763,-92.63108
220049919,Hillcrest Junior High School,Manchester,LA,22004,Henry County,Regular,6-8,1931,No,30.8973,-92.35036
220049527,Sunrise Preparatory School,Madison,LA,22004,Henry County,Regular,K-5,500,No,30.6775,-92.36507
220049278,Adams Elementary School,Troy,LA,22004,Henry County,Regular,PK-5,1647,No,30.74089,-92.60662
220049737,Centennial Junior High School,Georgetown,LA,22004,Henry County,Charter,K-12,1554,No,30.53542,-92.34843
230016919,Pine Middle School,Fairview,ME,23001,Marshall County,Magnet,K-5,1863,No,45.17397,-70.69308
230015320,Valley Elementary,Manchester,ME,23001,Marshall County,Magnet,K-12,1854,No,45.53821,-70.16171
230019669,Adams Academy,Farmington,ME,23001,Marshall County,Regular,K-8,2058,Yes,45.5727,-70.16396
230017086,Twain Magnet School,Ashland,ME,23001,Marshall County,Magnet,9-12,1324,No,45.14159,-70.64468
230013004,Sunset Magnet School,Greenville,ME,23001,Marshall County,Regular,6-8,303,No,45.41351,-70.54458
230028551,Discovery Elementary,Newport,ME,23002,Lawrence County,Charter,9-12,1959,No,44.49061,-70.30457
230025544,Fairview Middle School,Vernon,ME,23002,Lawrence County,Regular,K-12,798,Yes,44.314,-70.022
230021866,Meadow Primary School,Madison,ME,23002,Lawrence County,Regular,K-5,2069,Yes,44.04297,-69.93799
230029741,Highland Magnet School,Dayton,ME,23002,Lawrence County,Regular,6-8,304,No,44.48798,-70.48574
230023755,Hawthorne High School,Clinton,ME,23002,Lawrence County,Regular,K-12,1166,Yes,44.06334,-69.9284
230033334,Oakwood Magnet School,Arlington,ME,23003,Morgan County,Charter,9-12,1658,Yes,46.01133,-68.57633
230037669,Roosevelt Elementary,Springfield,ME,23003,Morgan County,Charter,9-12,1789,No,46.52844,-68.70893
230032374,Centennial Primary School,Madison,ME,23003,Morgan County,Charter,K-5,703,No,46.30446,-68.61919
230035739,Fairview High School,Springfield,ME,23003,Morgan County,Magnet,K-12,366,No,46.14418,-68.56957
230039750,Meadow Middle School,Ashland,ME,23003,Morgan County,Charter,K-12,487,No,46.39926,-68.2218
230046613,Ridgewood Preparatory School,Richmond,ME,23004,Perry County,Regular,K-8,1974,No,45.60036,-68.51099
230048807,Washington Elementary School,Newport,ME,23004,Perry County,Magnet,6-8,830,No,45.78627,-68.68291
230048293,Heritage Middle School,Chester,ME,23004,Perry County,Regular,K-12,1661,No,45.68485,-68.59731
230046862,Grant Middle School,Troy,ME,23004,Perry County,Regular,K-8,1361,No,45.59335,-68.80451
230047489,Adams Preparatory School,Kingston,ME,23004,Perry County,Charter,K-12,2169,No,45.55509,-68.98454
240014734,Spring Primary School,Plymouth,MD,24001,Pike County,Charter,K-12,1243,No,38.6095,-78.11213
240011849,Centennial Magnet School,Easton,MD,24001,Pike County,Regular,6-8,1786,No,38.17393,-77.81502
240016181,Washington Charter School,Madison,MD,24001,Pike County,Regular,K-12,1490,Yes,38.62896,-77.6414
240012584,Lincoln Elementary,Easton,MD,24001,Pike County,Regular,6-8,218,No,38.6052,-77.97771
240018184,Discovery Middle School,Manchester,MD,24001,Pike County,Magnet,PK-5,1948,Yes,38.15222,-78.08959
240025939,Hillcrest Charter School,Greenville,MD,24002,Shelby County,Magnet,6-8,537,Yes,37.93215,-75.95425
240027290,Pine Charter School,Weston,MD,24002,Shelby County,Magnet,PK-5,534,No,37.98715,-75.72573
240024172,Autumn Junior High School,Fairview,MD,24002,Shelby County,Magnet,9-12,2204,No,37.80983,-75.84236
240026861,Twain Junior High School,Weston,MD,24002,Shelby County,Regular,K-8,2336,No,37.68505,-75.946
240021894,Maple Magnet School,Madison,MD,24002,Shelby County,Magnet,K-12,940,No,38.06776,-75.92627
240035909,Oakwood Magnet School,Clinton,MD,24003,Sullivan County,Regular,6-8,549,No,39.15366,-76.62867
240036431,Excellence Charter School,Madison,MD,24003,Sullivan County,Regular,PK-5,1759,No,39.12365,-77.17096
240036896,Jefferson Elementary School,Madison,MD,24003,Sullivan County,Regular,K-12,930,No,38.73249,-76.64377
240031343,Pioneer High School,Dayton,MD,24003,Sullivan County,Regular,K-5,574,No,39.18967,-76.99196
240032071,Adams High School,Weston,MD,24003,Sullivan County,Regular,K-8,655,No,38.74301,-76.94808
240049773,Hawthorne High School,Burlington,MD,24004,Wayne County,Charter,K-5,1132,Yes,37.96578,-77.96776
240042062,Monroe Primary School,Dayton,MD,24004,Wayne County,Regular,K-8,2205,No,37.88725,-77.85724
240041599,Wilson Academy,Weston,MD,24004,Wayne County,Magnet,K-8,951,No,38.106,-77.89826
240042376,Hawthorne Elementary,Hartford,MD,24004,Wayne County,Regular,9-12,1560,No,37.93848,-77.85665
240043942,Cedar Academy,Arlington,MD,24004,Wayne County,Charter,9-12,430,No,38.12899,-77.95909
250019946,Grant Magnet School,Madison,MA,25001,Lake County,Regular,K-12,1468,No,42.19033,-72.54806
250015278,Washington Preparatory School,Ashland,MA,25001,Lake County,Regular,K-12,1539,No,42.57619,-72.54428
250014438,Elm Academy,Hartford,MA,25001,Lake County,Regular,PK-5,2383,No,42.44221,-72.76056
250011493,Southfield High School,Kingston,MA,25001,Lake County,Regular,K-12,645,No,42.57471,-73.03159
250016342,Valley Elementary School,Kingston,MA,25001,Lake County,Charter,K-8,251,No,42.10091,-72.46582
250027400,Roosevelt Primary School,Dayton,MA,25002,Orange County,Regular,6-8,891,No,42.01668,-70.76349
250024058,Grant Middle School,York,MA,25002,Orange County,Regular,9-12,1700,No,42.07504,-70.93054
250022814,Madison Primary School,Easton,MA,25002,Orange County,Regular,K-5,2078,Yes,42.1849,-70.56305
250026084,Valley Academy,Hartford,MA,25002,Orange County,Regular,6-8,1999,No,42.07252,-70.51055
250028580,Meadow Elementary School,Plymouth,MA,25002,Orange County,Regular,K-8,493,No,42.33928,-70.55386
250038079,Pine Charter School,York,MA,25003,Lee County,Regular,K-5,871,Yes,41.35983,-69.65579
250034559,Greenfield Elementary,Easton,MA,25003,Lee County,Charter,PK-5,2384,Yes,41.72089,-70.17728
250032199,Ridgewood Elementary,Dayton,MA,25003,Lee County,Regular,PK-5,1527,No,41.63716,-69.9852
250039985,Pleasant Academy,Oxford,MA,25003,Lee County,Regular,K-5,1912,No,41.40617,-70.05571
250031183,Heritage Preparatory School,Fairview,MA,25003,Lee County,Charter,K-12,1924,No,41.23046,-69.79455
250042684,Lakeview Preparatory School,Farmington,MA,25004,Scott County,Regular,K-5,334,Yes,41.9264,-71.52606
250044148,Heritage Middle School,Georgetown,MA,25004,Scott County,Regular,9-12,515,No,42.33161,-71.72609
250048010,Adams Academy,Madison,MA,25004,Scott County,Regular,K-12,553,No,42.09122,-71.7435
250041719,Roosevelt Academy,Easton,MA,25004,Scott County,Charter,9-12,1355,No,42.48706,-71.69141
250043177,Eastside High School,Manchester,MA,25004,Scott County,Magnet,9-12,1422,No,41.93771,-71.74191
260013032,Twain Academy,Plymouth,MI,26001,Douglas County,Magnet,K-8,1875,No,43.83486,-84.99405
260018270,Harmony Magnet School,Fairview,MI,26001,Douglas County,Magnet,9-12,1259,No,43.84916,-84.5737
260019836,Franklin Academy,Salem,MI,26001,Douglas County,Regular,K-12,1031,No,43.77588,-84.91987
260013057,Martin Luther King Jr. High School,Kingston,MI,26001,Douglas County,Magnet,K-12,2368,No,43.60479,-84.9831
260018344,Ridgewood Academy,Arlington,MI,26001,Douglas County,Regular,6-8,2090,Yes,44.03361,-84.81425
260028897,Lincoln Charter School,Easton,MI,26002,Fulton County,Regular,K-12,460,No,45.55451,-85.83942
260023238,Freedom Elementary,Madison,MI,26002,Fulton County,Regular,K-12,753,No,45.19991,-85.41411
260022167,Oakwood Elementary School,York,MI,26002,Fulton County,Regular,6-8,629,No,45.75668,-85.83368
260021945,Fairview Charter School,York,MI,26002,Fulton County,Regular,K-8,1856,No,45.34281,-85.9104
260023644,Washington Middle School,Richmond,MI,26002,Fulton County,Charter,PK-5,498,No,45.436,-85.5794
260039735,Pleasant Charter School,Kingston,MI,26003,Hancock County,Regular,PK-5,1381,No,45.60538,-86.12901
260037520,Liberty Preparatory School,Springfield,MI,26003,Hancock County,Magnet,K-12,809,No,45.15485,-86.6417
260034244,Birch High School,Hartford,MI,26003,Hancock County,Regular,K-5,571,No,45.49416,-86.55606
260032789,Central High School,Greenville,MI,26003,Hancock County,Regular,K-8,1320,Yes,45.38054,-86.51754
260031118,Pleasant Junior High School,Salem,MI,26003,Hancock County,Charter,6-8,291,Yes,45.28054,-86.20853
260046514,Southfield Magnet School,Burlington,MI,26004,Knox County,Regular,PK-5,1101,No,45.57125,-84.79574
260043275,Lincoln Junior High School,Bristol,MI,26004,Knox County,Regular,K-5,2293,No,45.74284,-84.57194
260046278,Lincoln Magnet School,Vernon,MI,26004,Knox County,Magnet,6-8,307,No,45.57896,-84.88266
260042645,Unity Charter School,Ashland,MI,26004,Knox County,Charter,K-12,919,No,45.69412,-84.49706
260048648,Monroe Elementary,Bristol,MI,26004,Knox County,Regular,K-12,2094,No,45.31821,-84.92054
270015593,Edison Preparatory School,Newport,MN,27001,Logan County,Magnet,K-12,2070,Yes,45.53859,-93.11506
270016623,Lakeview Charter School,Manchester,MN,27001,Logan County,Regular,PK-5,1909,No,45.27343,-93.59929
270016134,Lakeview Junior High School,Plymouth,MN,27001,Logan County,Magnet,6-8,126,No,45.17643,-93.34734
270014639,Kennedy Charter School,Springfield,MN,27001,Logan County,Regular,K-8,2324,No,45.32886,-93.17901
270011562,Highland Magnet School,Ashland,MN,27001,Logan County,Magnet,9-12,2177,Yes,45.30337,-93.1601
270023501,Horizon Academy,Vernon,MN,27002,Putnam County,Magnet,6-8,1041,Yes,46.94969,-94.74198
270027921,Heritage Elementary,Chester,MN,27002,Putnam County,Regular,K-8,1723,No,46.43889,-94.77155
270021886,Centennial Preparatory School,Farmington,MN,27002,Putnam County,Regular,K-5,790,No,46.66093,-94.91813
270023418,Lakeview Charter School,Newport,MN,27002,Putnam County,Regular,K-5,809,Yes,46.45343,-94.6231
270025014,Jefferson Middle School,Georgetown,MN,27002,Putnam County,Magnet,K-5,1744,No,46.57741,-94.84991
270037260,Longfellow Elementary,Chester,MN,27003,Russell County,Charter,K-12,167,Yes,47.06368,-96.21907
270033967,Lakeview Elementary,Manchester,MN,27003,Russell County,Charter,PK-5,1896,No,47.33655,-96.23264
270039004,Roosevelt Primary School,Troy,MN,27003,Russell County,Regular,K-12,2327,Yes,47.4458,-96.16782
270033110,Meadow Academy,Manchester,MN,27003,Russell County,Regular,PK-5,780,Yes,47.3312,-95.78143
270031001,Emerson Preparatory School,Franklin,MN,27003,Russell County,Magnet,9-12,2247,No,47.38919,-96.02535
270042622,Pleasant Elementary School,Georgetown,MN,27004,Randolph County,Regular,K-5,270,No,46.0498,-93.80435
270045177,Whitman Charter School,Manchester,MN,27004,Randolph County,Magnet,K-12,788,No,46.23844,-93.75116
270044156,Freedom Magnet School,Kingston,MN,27004,Randolph County,Magnet,6-8,2214,No,46.21661,-94.22591
270042080,Eastside Middle School,Chester,MN,27004,Randolph County,Regular,K-8,1486,No,46.0526,-93.83914
270049625,Unity Preparatory School,Kingston,MN,27004,Randolph County,Charter,K-8,2125,Yes,46.28218,-93.89773
280019711,Sunset Junior High School,Weston,MS,28001,Crawford County,Charter,K-12,1769,No,32.91359,-88.96696
280017064,Freedom Academy,Newport,MS,28001,Crawford County,Charter,6-8,1833,No,32.66806,-88.53065
280012424,Twain Charter School,Richmond,MS,28001,Crawford County,Regular,K-5,1400,Yes,32.93901,-89.07638
280017946,Heritage Primary School,York,MS,28001,Crawford County,Charter,K-12,678,No,32.85688,-88.71133
280019754,Harmony Magnet School,Georgetown,MS,28001,Crawford County,Charter,K-12,2283,Yes,32.92262,-88.54361
280029118,Lakeview High School,Chester,MS,28002,Fayette County,Regular,9-12,583,No,32.85523,-90.58824
280025994,Brookside Primary School,Troy,MS,28002,Fayette County,Regular,PK-5,265,No,32.8423,-90.22909
280027587,Northview Elementary School,Bristol,MS,28002,Fayette County,Magnet,K-5,1884,No,32.42533,-90.42064
280025903,Southfield Charter School,Weston,MS,28002,Fayette County,Regular,6-8,866,No,32.37202,-90.47496
280025667,Jefferson High School,Dayton,MS,28002,Fayette County,Magnet,K-5,1844,No,32.8474,-90.64191
280033087,Westside Charter School,Hartford,MS,28003,Delaware County,Regular,PK-5,1712,No,33.63624,-90.53777
280031131,Maple Elementary,Ashland,MS,28003,Delaware County,Regular,9-12,1275,No,33.61997,-90.34513
280038031,Grant Elementary,Oxford,MS,28003,Delaware County,Regular,K-12,542,No,33.6836,-90.08958
280034270,Martin Luther King Jr. Elementary School,Dayton,MS,28003,Delaware County,Regular,K-5,1788,No,33.9905,-90.01443
280036751,Freedom Charter School,Georgetown,MS,28003,Delaware County,Regular,K-12,1430,Yes,33.67945,-90.60218
280046956,Eastside Preparatory School,Bristol,MS,28004,Harrison County,Regular,K-5,516,Yes,32.52508,-89.96082
280045521,Wilson Junior High School,Dayton,MS,28004,Harrison County,Regular,PK-5,477,Yes,32.19359,-89.97755
280042226,Sunrise Junior High School,Burlington,MS,28004,Harrison County,Regular,K-12,1354,No,32.70909,-90.3019
280046690,Autumn Magnet School,Farmington,MS,28004,Harrison County,Regular,9-12,600,No,32.15593,-90.1717
280044116,Harmony Charter School,Glen Cove,MS,28004,Harrison County,Charter,6-8,2300,Yes,32.21461,-89.97266
290011145,Spring Primary School,Farmington,MO,29001,Howard County,Regular,K-12,2183,No,39.36755,-91.7323
290015550,Brookside High School,Arlington,MO,29001,Howard County,Regular,PK-5,331,No,39.77922,-91.73852
290015326,Unity High School,Easton,MO,29001,Howard County,Regular,PK-5,1327,No,39.77666,-91.48893
290012743,Unity Charter School,Manchester,MO,29001,Howard County,Regular,K-8,1174,No,39.67561,-91.73212
290017039,Jackson Elementary,Greenville,MO,29001,Howard County,Regular,K-5,2151,No,39.46113,-91.37514
290027458,Heritage Junior High School,Madison,MO,29002,Johnson County,Magnet,K-12,404,No,38.66983,-91.79005
290021339,Adams Elementary School,Richmond,MO,29002,Johnson County,Charter,K-5,299,No,38.77561,-91.88704
290022392,Grant High School,Glen Cove,MO,29002,Johnson County,Regular,K-5,1939,No,38.81103,-91.64985
290022680,Willow Charter School,Fairview,MO,29002,Johnson County,Regular,K-5,124,No,38.641,-91.68092
290022841,Birch High School,Bristol,MO,29002,Johnson County,Charter,PK-5,1039,Yes,39.20048,-91.76811
290038022,Magnolia Magnet School,Lexington,MO,29003,Mercer County,Charter,K-8,862,No,38.48113,-91.50254
290032251,Achievement Elementary School,Vernon,MO,29003,Mercer County,Magnet,K-12,728,No,38.58315,-91.66854
290033089,Hamilton Charter School,Chester,MO,29003,Mercer County,Charter,6-8,1427,No,38.6453,-91.48685
290039144,Sunrise Primary School,Glen Cove,MO,29003,Mercer County,Charter,6-8,2301,No,38.62178,-91.55432
290031281,Southfield Primary School,Glen Cove,MO,29003,Mercer County,Regular,K-5,667,Yes,38.42675,-91.69329
290044679,Franklin High School,Bristol,MO,29004,Noble County,Regular,6-8,706,No,38.64415,-92.86473
290043406,Southfield High School,Greenville,MO,29004,Noble County,Regular,6-8,1123,Yes,38.21179,-92.78376
290046526,Cedar Elementary School,Ashland,MO,29004,Noble County,Regular,9-12,575,No,38.2403,-92.89693
290045227,Greenfield Junior High School,Hartford,MO,29004,Noble County,Charter,PK-5,1373,No,38.4585,-93.18832
290042264,Horizon Elementary,Glen Cove,MO,29004,Noble County,Magnet,K-8,1402,No,38.70065,-93.18351
300015623,Monroe Primary School,Bristol,MT,30001,Owen County,Regular,K-8,387,No,46.78227,-111.52019
300018926,Jefferson Elementary School,Burlington,MT,30001,Owen County,Magnet,K-8,501,No,46.42909,-111.76011
300016428,Oakwood Primary School,Bristol,MT,30001,Owen County,Charter,6-8,2176,No,46.43821,-111.49646
300014794,Spring Academy,Salem,MT,30001,Owen County,Charter,K-12,696,No,47.02005,-111.67313
300018059,Jefferson Charter School,Georgetown,MT,30001,Owen County,Regular,6-8,975,Yes,46.99881,-111.63396
300022428,Birch Middle School,Farmington,MT,30002,Ripley County,Charter,K-8,1404,No,46.07713,-110.91942
300025194,Discovery Elementary,Manchester,MT,30002,Ripley County,Regular,K-8,695,Yes,46.09971,-110.72334
300026138,Southfield Middle School,Newport,MT,30002,Ripley County,Regular,K-12,1812,No,45.6744,-110.49098
300022725,Hawthorne Charter School,Clinton,MT,30002,Ripley County,Regular,K-12,1755,Yes,45.65053,-110.4918
300022775,Greenfield Charter School,Richmond,MT,30002,Ripley County,Charter,K-8,1894,No,45.75761,-110.97762
300038699,Jackson Academy,Burlington,MT,30003,Spencer County,Magnet,6-8,248,No,45.59744,-111.01338
300033885,Martin Luther King Jr. High School,Greenville,MT,30003,Spencer County,Magnet,6-8,1241,No,45.60903,-110.97423
300036603,Discovery Preparatory School,Clinton,MT,30003,Spencer County,Regular,9-12,933,No,46.12516,-111.20952
